#    L    TT             EE             BB             TE             PP             TP             EP          
  4977   0.177166E+00   0.490908E-02   0.801503E-09  -0.669970E-02   0.139662E-09   0.207918E-07  -0.643570E-10
  4978   0.176808E+00   0.489076E-02   0.796464E-09  -0.665004E-02   0.139555E-09   0.207835E-07  -0.643565E-10
  4979   0.176456E+00   0.487261E-02   0.791450E-09  -0.660048E-02   0.139448E-09   0.207751E-07  -0.643491E-10
  4980   0.176090E+00   0.485462E-02   0.786462E-09  -0.655095E-02   0.139341E-09   0.207667E-07  -0.643349E-10
  4981   0.175723E+00   0.483694E-02   0.781498E-09  -0.650174E-02   0.139234E-09   0.207583E-07  -0.643141E-10
  4982   0.175364E+00   0.481941E-02   0.776558E-09  -0.645286E-02   0.139128E-09   0.207499E-07  -0.642871E-10
  4983   0.174997E+00   0.480213E-02   0.771643E-09  -0.640410E-02   0.139021E-09   0.207414E-07  -0.642539E-10
  4984   0.174623E+00   0.478500E-02   0.766753E-09  -0.635560E-02   0.138914E-09   0.207330E-07  -0.642149E-10
  4985   0.174263E+00   0.476804E-02   0.761886E-09  -0.630722E-02   0.138808E-09   0.207244E-07  -0.641702E-10
  4986   0.173889E+00   0.475139E-02   0.757043E-09  -0.625918E-02   0.138702E-09   0.207159E-07  -0.641202E-10
  4987   0.173521E+00   0.473489E-02   0.752224E-09  -0.621142E-02   0.138595E-09   0.207073E-07  -0.640649E-10
  4988   0.173162E+00   0.471871E-02   0.747428E-09  -0.616394E-02   0.138489E-09   0.206987E-07  -0.640048E-10
  4989   0.172787E+00   0.470262E-02   0.742655E-09  -0.611682E-02   0.138383E-09   0.206900E-07  -0.639399E-10
  4990   0.172412E+00   0.468669E-02   0.737905E-09  -0.606991E-02   0.138277E-09   0.206813E-07  -0.638705E-10
  4991   0.172044E+00   0.467114E-02   0.733179E-09  -0.602329E-02   0.138171E-09   0.206726E-07  -0.637968E-10
  4992   0.171677E+00   0.465568E-02   0.728475E-09  -0.597711E-02   0.138065E-09   0.206639E-07  -0.637192E-10
  4993   0.171302E+00   0.464046E-02   0.723793E-09  -0.593123E-02   0.137959E-09   0.206551E-07  -0.636377E-10
  4994   0.170927E+00   0.462532E-02   0.719134E-09  -0.588551E-02   0.137853E-09   0.206462E-07  -0.635527E-10
  4995   0.170559E+00   0.461043E-02   0.714497E-09  -0.584046E-02   0.137747E-09   0.206373E-07  -0.634643E-10
  4996   0.170184E+00   0.459584E-02   0.709881E-09  -0.579558E-02   0.137642E-09   0.206284E-07  -0.633729E-10
  4997   0.169831E+00   0.458134E-02   0.705288E-09  -0.575101E-02   0.137536E-09   0.206194E-07  -0.632785E-10
  4998   0.169448E+00   0.456708E-02   0.700716E-09  -0.570690E-02   0.137431E-09   0.206104E-07  -0.631815E-10
  4999   0.169073E+00   0.455291E-02   0.696165E-09  -0.566304E-02   0.137325E-09   0.206013E-07  -0.630821E-10
  5000   0.168691E+00   0.453913E-02   0.691636E-09  -0.561980E-02   0.137220E-09   0.205922E-07  -0.629804E-10
  5001   0.168323E+00   0.452536E-02   0.687127E-09  -0.557682E-02   0.137115E-09   0.205830E-07  -0.628768E-10
  5002   0.167940E+00   0.451182E-02   0.682639E-09  -0.553431E-02   0.137010E-09   0.205738E-07  -0.627712E-10
  5003   0.167572E+00   0.449853E-02   0.678172E-09  -0.549229E-02   0.136905E-09   0.205645E-07  -0.626637E-10
  5004   0.167197E+00   0.448532E-02   0.673726E-09  -0.545059E-02   0.136799E-09   0.205552E-07  -0.625542E-10
  5005   0.166822E+00   0.447235E-02   0.669301E-09  -0.540944E-02   0.136695E-09   0.205458E-07  -0.624428E-10
  5006   0.166454E+00   0.445955E-02   0.664896E-09  -0.536862E-02   0.136590E-09   0.205364E-07  -0.623295E-10
  5007   0.166086E+00   0.444683E-02   0.660512E-09  -0.532835E-02   0.136485E-09   0.205269E-07  -0.622142E-10
  5008   0.165703E+00   0.443450E-02   0.656149E-09  -0.528856E-02   0.136380E-09   0.205174E-07  -0.620971E-10
  5009   0.165335E+00   0.442218E-02   0.651806E-09  -0.524909E-02   0.136275E-09   0.205078E-07  -0.619781E-10
  5010   0.164960E+00   0.441002E-02   0.647484E-09  -0.521011E-02   0.136171E-09   0.204982E-07  -0.618571E-10
  5011   0.164577E+00   0.439811E-02   0.643182E-09  -0.517160E-02   0.136066E-09   0.204885E-07  -0.617343E-10
  5012   0.164209E+00   0.438635E-02   0.638901E-09  -0.513364E-02   0.135962E-09   0.204788E-07  -0.616096E-10
  5013   0.163834E+00   0.437483E-02   0.634639E-09  -0.509600E-02   0.135858E-09   0.204690E-07  -0.614830E-10
  5014   0.163459E+00   0.436340E-02   0.630399E-09  -0.505892E-02   0.135753E-09   0.204592E-07  -0.613546E-10
  5015   0.163083E+00   0.435206E-02   0.626178E-09  -0.502232E-02   0.135649E-09   0.204494E-07  -0.612244E-10
  5016   0.162708E+00   0.434096E-02   0.621978E-09  -0.498611E-02   0.135545E-09   0.204394E-07  -0.610923E-10
  5017   0.162340E+00   0.432994E-02   0.617797E-09  -0.495054E-02   0.135441E-09   0.204295E-07  -0.609583E-10
  5018   0.161965E+00   0.431909E-02   0.613637E-09  -0.491528E-02   0.135337E-09   0.204195E-07  -0.608226E-10
  5019   0.161589E+00   0.430840E-02   0.609497E-09  -0.488073E-02   0.135233E-09   0.204094E-07  -0.606850E-10
  5020   0.161221E+00   0.429787E-02   0.605377E-09  -0.484643E-02   0.135129E-09   0.203993E-07  -0.605456E-10
  5021   0.160846E+00   0.428751E-02   0.601277E-09  -0.481261E-02   0.135025E-09   0.203892E-07  -0.604044E-10
  5022   0.160485E+00   0.427723E-02   0.597196E-09  -0.477933E-02   0.134922E-09   0.203790E-07  -0.602614E-10
  5023   0.160110E+00   0.426704E-02   0.593136E-09  -0.474654E-02   0.134818E-09   0.203688E-07  -0.601167E-10
  5024   0.159742E+00   0.425701E-02   0.589095E-09  -0.471429E-02   0.134714E-09   0.203585E-07  -0.599702E-10
  5025   0.159382E+00   0.424730E-02   0.585074E-09  -0.468251E-02   0.134611E-09   0.203481E-07  -0.598218E-10
  5026   0.158999E+00   0.423752E-02   0.581073E-09  -0.465114E-02   0.134508E-09   0.203378E-07  -0.596718E-10
  5027   0.158631E+00   0.422798E-02   0.577091E-09  -0.462039E-02   0.134404E-09   0.203273E-07  -0.595200E-10
  5028   0.158270E+00   0.421860E-02   0.573129E-09  -0.459004E-02   0.134301E-09   0.203169E-07  -0.593664E-10
  5029   0.157895E+00   0.420916E-02   0.569187E-09  -0.456024E-02   0.134198E-09   0.203064E-07  -0.592112E-10
  5030   0.157534E+00   0.419996E-02   0.565263E-09  -0.453077E-02   0.134095E-09   0.202958E-07  -0.590541E-10
  5031   0.157166E+00   0.419099E-02   0.561360E-09  -0.450200E-02   0.133992E-09   0.202852E-07  -0.588954E-10
  5032   0.156798E+00   0.418189E-02   0.557476E-09  -0.447362E-02   0.133889E-09   0.202746E-07  -0.587350E-10
  5033   0.156438E+00   0.417303E-02   0.553611E-09  -0.444565E-02   0.133786E-09   0.202639E-07  -0.585728E-10
  5034   0.156070E+00   0.416432E-02   0.549765E-09  -0.441837E-02   0.133683E-09   0.202531E-07  -0.584090E-10
  5035   0.155709E+00   0.415563E-02   0.545939E-09  -0.439150E-02   0.133580E-09   0.202424E-07  -0.582435E-10
  5036   0.155341E+00   0.414711E-02   0.542132E-09  -0.436517E-02   0.133478E-09   0.202315E-07  -0.580763E-10
  5037   0.154973E+00   0.413867E-02   0.538343E-09  -0.433917E-02   0.133375E-09   0.202207E-07  -0.579075E-10
  5038   0.154620E+00   0.413039E-02   0.534574E-09  -0.431386E-02   0.133273E-09   0.202098E-07  -0.577369E-10
  5039   0.154259E+00   0.412220E-02   0.530825E-09  -0.428888E-02   0.133170E-09   0.201988E-07  -0.575648E-10
  5040   0.153906E+00   0.411402E-02   0.527094E-09  -0.426438E-02   0.133068E-09   0.201878E-07  -0.573910E-10
  5041   0.153538E+00   0.410593E-02   0.523381E-09  -0.424049E-02   0.132965E-09   0.201768E-07  -0.572155E-10
  5042   0.153177E+00   0.409800E-02   0.519688E-09  -0.421709E-02   0.132863E-09   0.201657E-07  -0.570385E-10
  5043   0.152816E+00   0.409015E-02   0.516014E-09  -0.419408E-02   0.132761E-09   0.201546E-07  -0.568598E-10
  5044   0.152471E+00   0.408240E-02   0.512358E-09  -0.417162E-02   0.132659E-09   0.201434E-07  -0.566795E-10
  5045   0.152110E+00   0.407466E-02   0.508722E-09  -0.414948E-02   0.132557E-09   0.201322E-07  -0.564976E-10
  5046   0.151749E+00   0.406715E-02   0.505103E-09  -0.412796E-02   0.132455E-09   0.201210E-07  -0.563141E-10
  5047   0.151404E+00   0.405958E-02   0.501504E-09  -0.410685E-02   0.132353E-09   0.201097E-07  -0.561290E-10
  5048   0.151036E+00   0.405210E-02   0.497923E-09  -0.408621E-02   0.132251E-09   0.200983E-07  -0.559424E-10
  5049   0.150690E+00   0.404471E-02   0.494360E-09  -0.406596E-02   0.132150E-09   0.200870E-07  -0.557541E-10
  5050   0.150336E+00   0.403740E-02   0.490816E-09  -0.404634E-02   0.132048E-09   0.200756E-07  -0.555643E-10
  5051   0.149991E+00   0.403011E-02   0.487291E-09  -0.402705E-02   0.131947E-09   0.200641E-07  -0.553730E-10
  5052   0.149637E+00   0.402290E-02   0.483784E-09  -0.400830E-02   0.131845E-09   0.200526E-07  -0.551801E-10
  5053   0.149284E+00   0.401585E-02   0.480295E-09  -0.399002E-02   0.131744E-09   0.200411E-07  -0.549857E-10
  5054   0.148931E+00   0.400882E-02   0.476824E-09  -0.397207E-02   0.131642E-09   0.200295E-07  -0.547898E-10
  5055   0.148592E+00   0.400180E-02   0.473372E-09  -0.395466E-02   0.131541E-09   0.200179E-07  -0.545923E-10
  5056   0.148232E+00   0.399486E-02   0.469938E-09  -0.393758E-02   0.131440E-09   0.200062E-07  -0.543933E-10
  5057   0.147901E+00   0.398802E-02   0.466522E-09  -0.392097E-02   0.131339E-09   0.199945E-07  -0.541929E-10
  5058   0.147555E+00   0.398118E-02   0.463124E-09  -0.390476E-02   0.131238E-09   0.199828E-07  -0.539909E-10
  5059   0.147209E+00   0.397436E-02   0.459744E-09  -0.388903E-02   0.131137E-09   0.199710E-07  -0.537874E-10
  5060   0.146871E+00   0.396755E-02   0.456382E-09  -0.387376E-02   0.131036E-09   0.199592E-07  -0.535825E-10
  5061   0.146532E+00   0.396090E-02   0.453037E-09  -0.385882E-02   0.130935E-09   0.199474E-07  -0.533761E-10
  5062   0.146194E+00   0.395426E-02   0.449711E-09  -0.384435E-02   0.130834E-09   0.199355E-07  -0.531682E-10
  5063   0.145848E+00   0.394771E-02   0.446403E-09  -0.383028E-02   0.130734E-09   0.199236E-07  -0.529589E-10
  5064   0.145517E+00   0.394109E-02   0.443112E-09  -0.381660E-02   0.130633E-09   0.199116E-07  -0.527481E-10
  5065   0.145179E+00   0.393449E-02   0.439839E-09  -0.380340E-02   0.130533E-09   0.198996E-07  -0.525359E-10
  5066   0.144840E+00   0.392805E-02   0.436584E-09  -0.379037E-02   0.130432E-09   0.198875E-07  -0.523223E-10
  5067   0.144509E+00   0.392155E-02   0.433346E-09  -0.377789E-02   0.130332E-09   0.198755E-07  -0.521073E-10
  5068   0.144178E+00   0.391513E-02   0.430126E-09  -0.376580E-02   0.130232E-09   0.198633E-07  -0.518908E-10
  5069   0.143832E+00   0.390865E-02   0.426924E-09  -0.375412E-02   0.130131E-09   0.198512E-07  -0.516729E-10
  5070   0.143516E+00   0.390226E-02   0.423738E-09  -0.374268E-02   0.130031E-09   0.198390E-07  -0.514537E-10
  5071   0.143192E+00   0.389587E-02   0.420571E-09  -0.373164E-02   0.129931E-09   0.198268E-07  -0.512330E-10
  5072   0.142854E+00   0.388950E-02   0.417420E-09  -0.372099E-02   0.129831E-09   0.198145E-07  -0.510110E-10
  5073   0.142530E+00   0.388315E-02   0.414287E-09  -0.371074E-02   0.129731E-09   0.198022E-07  -0.507876E-10
  5074   0.142207E+00   0.387680E-02   0.411172E-09  -0.370082E-02   0.129631E-09   0.197899E-07  -0.505628E-10
  5075   0.141883E+00   0.387046E-02   0.408073E-09  -0.369114E-02   0.129532E-09   0.197775E-07  -0.503367E-10
  5076   0.141574E+00   0.386414E-02   0.404992E-09  -0.368201E-02   0.129432E-09   0.197651E-07  -0.501093E-10
  5077   0.141243E+00   0.385790E-02   0.401927E-09  -0.367312E-02   0.129332E-09   0.197526E-07  -0.498805E-10
  5078   0.140920E+00   0.385160E-02   0.398880E-09  -0.366434E-02   0.129233E-09   0.197402E-07  -0.496503E-10
  5079   0.140604E+00   0.384517E-02   0.395850E-09  -0.365610E-02   0.129133E-09   0.197276E-07  -0.494189E-10
  5080   0.140295E+00   0.383889E-02   0.392836E-09  -0.364803E-02   0.129034E-09   0.197151E-07  -0.491861E-10
  5081   0.139979E+00   0.383270E-02   0.389840E-09  -0.364043E-02   0.128934E-09   0.197025E-07  -0.489521E-10
  5082   0.139655E+00   0.382629E-02   0.386861E-09  -0.363294E-02   0.128835E-09   0.196899E-07  -0.487167E-10
  5083   0.139339E+00   0.382005E-02   0.383898E-09  -0.362591E-02   0.128736E-09   0.196772E-07  -0.484800E-10
  5084   0.139030E+00   0.381375E-02   0.380952E-09  -0.361906E-02   0.128637E-09   0.196645E-07  -0.482421E-10
  5085   0.138714E+00   0.380752E-02   0.378023E-09  -0.361252E-02   0.128538E-09   0.196518E-07  -0.480029E-10
  5086   0.138398E+00   0.380117E-02   0.375110E-09  -0.360617E-02   0.128439E-09   0.196391E-07  -0.477624E-10
  5087   0.138089E+00   0.379489E-02   0.372214E-09  -0.360020E-02   0.128340E-09   0.196263E-07  -0.475207E-10
  5088   0.137788E+00   0.378856E-02   0.369335E-09  -0.359456E-02   0.128241E-09   0.196134E-07  -0.472777E-10
  5089   0.137479E+00   0.378231E-02   0.366472E-09  -0.358901E-02   0.128142E-09   0.196006E-07  -0.470335E-10
  5090   0.137178E+00   0.377599E-02   0.363625E-09  -0.358387E-02   0.128044E-09   0.195877E-07  -0.467881E-10
  5091   0.136869E+00   0.376962E-02   0.360795E-09  -0.357882E-02   0.127945E-09   0.195748E-07  -0.465414E-10
  5092   0.136567E+00   0.376318E-02   0.357981E-09  -0.357409E-02   0.127847E-09   0.195618E-07  -0.462936E-10
  5093   0.136266E+00   0.375682E-02   0.355184E-09  -0.356945E-02   0.127748E-09   0.195488E-07  -0.460445E-10
  5094   0.135965E+00   0.375033E-02   0.352403E-09  -0.356529E-02   0.127650E-09   0.195358E-07  -0.457942E-10
  5095   0.135678E+00   0.374392E-02   0.349638E-09  -0.356115E-02   0.127551E-09   0.195227E-07  -0.455427E-10
  5096   0.135370E+00   0.373745E-02   0.346889E-09  -0.355719E-02   0.127453E-09   0.195097E-07  -0.452901E-10
  5097   0.135076E+00   0.373099E-02   0.344156E-09  -0.355354E-02   0.127355E-09   0.194965E-07  -0.450363E-10
  5098   0.134789E+00   0.372439E-02   0.341440E-09  -0.354999E-02   0.127257E-09   0.194834E-07  -0.447813E-10
  5099   0.134488E+00   0.371788E-02   0.338739E-09  -0.354669E-02   0.127159E-09   0.194702E-07  -0.445251E-10
  5100   0.134194E+00   0.371130E-02   0.336054E-09  -0.354356E-02   0.127061E-09   0.194570E-07  -0.442678E-10
  5101   0.133900E+00   0.370473E-02   0.333385E-09  -0.354052E-02   0.126963E-09   0.194438E-07  -0.440094E-10
  5102   0.133621E+00   0.369810E-02   0.330732E-09  -0.353774E-02   0.126865E-09   0.194305E-07  -0.437498E-10
  5103   0.133327E+00   0.369141E-02   0.328095E-09  -0.353505E-02   0.126768E-09   0.194172E-07  -0.434891E-10
  5104   0.133033E+00   0.368465E-02   0.325474E-09  -0.353253E-02   0.126670E-09   0.194039E-07  -0.432273E-10
  5105   0.132747E+00   0.367798E-02   0.322868E-09  -0.353018E-02   0.126572E-09   0.193905E-07  -0.429644E-10
  5106   0.132460E+00   0.367124E-02   0.320278E-09  -0.352800E-02   0.126475E-09   0.193771E-07  -0.427004E-10
  5107   0.132174E+00   0.366437E-02   0.317703E-09  -0.352577E-02   0.126377E-09   0.193637E-07  -0.424353E-10
  5108   0.131895E+00   0.365750E-02   0.315144E-09  -0.352394E-02   0.126280E-09   0.193502E-07  -0.421691E-10
  5109   0.131615E+00   0.365065E-02   0.312601E-09  -0.352198E-02   0.126183E-09   0.193367E-07  -0.419019E-10
  5110   0.131329E+00   0.364380E-02   0.310073E-09  -0.352019E-02   0.126086E-09   0.193232E-07  -0.416336E-10
  5111   0.131042E+00   0.363682E-02   0.307560E-09  -0.351857E-02   0.125988E-09   0.193097E-07  -0.413642E-10
  5112   0.130763E+00   0.362992E-02   0.305063E-09  -0.351704E-02   0.125891E-09   0.192961E-07  -0.410938E-10
  5113   0.130492E+00   0.362281E-02   0.302581E-09  -0.351562E-02   0.125794E-09   0.192825E-07  -0.408223E-10
  5114   0.130205E+00   0.361571E-02   0.300114E-09  -0.351428E-02   0.125698E-09   0.192689E-07  -0.405498E-10
  5115   0.129926E+00   0.360862E-02   0.297662E-09  -0.351290E-02   0.125601E-09   0.192552E-07  -0.402763E-10
  5116   0.129647E+00   0.360146E-02   0.295226E-09  -0.351169E-02   0.125504E-09   0.192415E-07  -0.400017E-10
  5117   0.129383E+00   0.359424E-02   0.292804E-09  -0.351057E-02   0.125407E-09   0.192278E-07  -0.397262E-10
  5118   0.129104E+00   0.358703E-02   0.290398E-09  -0.350940E-02   0.125311E-09   0.192141E-07  -0.394496E-10
  5119   0.128840E+00   0.357976E-02   0.288007E-09  -0.350833E-02   0.125214E-09   0.192003E-07  -0.391721E-10
  5120   0.128568E+00   0.357242E-02   0.285630E-09  -0.350727E-02   0.125118E-09   0.191865E-07  -0.388935E-10
  5121   0.128297E+00   0.356501E-02   0.283269E-09  -0.350624E-02   0.125021E-09   0.191727E-07  -0.386141E-10
  5122   0.128032E+00   0.355762E-02   0.280922E-09  -0.350545E-02   0.124925E-09   0.191589E-07  -0.383336E-10
  5123   0.127768E+00   0.355001E-02   0.278590E-09  -0.350439E-02   0.124829E-09   0.191450E-07  -0.380522E-10
  5124   0.127489E+00   0.354264E-02   0.276273E-09  -0.350350E-02   0.124732E-09   0.191311E-07  -0.377698E-10
  5125   0.127232E+00   0.353498E-02   0.273970E-09  -0.350262E-02   0.124636E-09   0.191172E-07  -0.374865E-10
  5126   0.126968E+00   0.352732E-02   0.271682E-09  -0.350170E-02   0.124540E-09   0.191032E-07  -0.372022E-10
  5127   0.126704E+00   0.351976E-02   0.269409E-09  -0.350079E-02   0.124444E-09   0.190892E-07  -0.369170E-10
  5128   0.126432E+00   0.351205E-02   0.267150E-09  -0.349998E-02   0.124348E-09   0.190752E-07  -0.366309E-10
  5129   0.126176E+00   0.350427E-02   0.264906E-09  -0.349897E-02   0.124253E-09   0.190612E-07  -0.363439E-10
  5130   0.125911E+00   0.349644E-02   0.262676E-09  -0.349797E-02   0.124157E-09   0.190471E-07  -0.360560E-10
  5131   0.125655E+00   0.348853E-02   0.260461E-09  -0.349708E-02   0.124061E-09   0.190330E-07  -0.357672E-10
  5132   0.125383E+00   0.348072E-02   0.258260E-09  -0.349598E-02   0.123966E-09   0.190189E-07  -0.354776E-10
  5133   0.125134E+00   0.347268E-02   0.256073E-09  -0.349504E-02   0.123870E-09   0.190048E-07  -0.351870E-10
  5134   0.124877E+00   0.346473E-02   0.253900E-09  -0.349398E-02   0.123775E-09   0.189907E-07  -0.348956E-10
  5135   0.124613E+00   0.345672E-02   0.251742E-09  -0.349287E-02   0.123679E-09   0.189765E-07  -0.346033E-10
  5136   0.124356E+00   0.344857E-02   0.249597E-09  -0.349170E-02   0.123584E-09   0.189623E-07  -0.343101E-10
  5137   0.124099E+00   0.344042E-02   0.247467E-09  -0.349048E-02   0.123489E-09   0.189480E-07  -0.340162E-10
  5138   0.123843E+00   0.343229E-02   0.245351E-09  -0.348920E-02   0.123394E-09   0.189338E-07  -0.337214E-10
  5139   0.123593E+00   0.342401E-02   0.243249E-09  -0.348772E-02   0.123299E-09   0.189195E-07  -0.334257E-10
  5140   0.123344E+00   0.341567E-02   0.241160E-09  -0.348641E-02   0.123204E-09   0.189052E-07  -0.331293E-10
  5141   0.123087E+00   0.340734E-02   0.239086E-09  -0.348489E-02   0.123109E-09   0.188909E-07  -0.328320E-10
  5142   0.122831E+00   0.339894E-02   0.237025E-09  -0.348325E-02   0.123014E-09   0.188766E-07  -0.325339E-10
  5143   0.122574E+00   0.339055E-02   0.234978E-09  -0.348162E-02   0.122919E-09   0.188622E-07  -0.322351E-10
  5144   0.122332E+00   0.338203E-02   0.232945E-09  -0.347979E-02   0.122824E-09   0.188478E-07  -0.319354E-10
  5145   0.122083E+00   0.337343E-02   0.230926E-09  -0.347791E-02   0.122730E-09   0.188334E-07  -0.316350E-10
  5146   0.121826E+00   0.336485E-02   0.228920E-09  -0.347604E-02   0.122635E-09   0.188190E-07  -0.313338E-10
  5147   0.121577E+00   0.335635E-02   0.226928E-09  -0.347397E-02   0.122541E-09   0.188045E-07  -0.310318E-10
  5148   0.121335E+00   0.334763E-02   0.224949E-09  -0.347178E-02   0.122446E-09   0.187900E-07  -0.307291E-10
  5149   0.121078E+00   0.333892E-02   0.222984E-09  -0.346952E-02   0.122352E-09   0.187755E-07  -0.304257E-10
  5150   0.120829E+00   0.333008E-02   0.221032E-09  -0.346699E-02   0.122257E-09   0.187610E-07  -0.301215E-10
  5151   0.120587E+00   0.332131E-02   0.219093E-09  -0.346455E-02   0.122163E-09   0.187465E-07  -0.298166E-10
  5152   0.120345E+00   0.331241E-02   0.217168E-09  -0.346183E-02   0.122069E-09   0.187319E-07  -0.295109E-10
  5153   0.120096E+00   0.330359E-02   0.215256E-09  -0.345906E-02   0.121975E-09   0.187173E-07  -0.292046E-10
  5154   0.119862E+00   0.329462E-02   0.213358E-09  -0.345615E-02   0.121881E-09   0.187027E-07  -0.288975E-10
  5155   0.119605E+00   0.328574E-02   0.211472E-09  -0.345312E-02   0.121787E-09   0.186881E-07  -0.285898E-10
  5156   0.119363E+00   0.327658E-02   0.209600E-09  -0.344988E-02   0.121693E-09   0.186734E-07  -0.282813E-10
  5157   0.119122E+00   0.326756E-02   0.207741E-09  -0.344651E-02   0.121600E-09   0.186588E-07  -0.279722E-10
  5158   0.118872E+00   0.325856E-02   0.205894E-09  -0.344308E-02   0.121506E-09   0.186441E-07  -0.276624E-10
  5159   0.118630E+00   0.324934E-02   0.204061E-09  -0.343938E-02   0.121412E-09   0.186294E-07  -0.273520E-10
  5160   0.118381E+00   0.324021E-02   0.202240E-09  -0.343562E-02   0.121319E-09   0.186147E-07  -0.270409E-10
  5161   0.118139E+00   0.323108E-02   0.200433E-09  -0.343158E-02   0.121225E-09   0.185999E-07  -0.267292E-10
  5162   0.117898E+00   0.322174E-02   0.198638E-09  -0.342756E-02   0.121132E-09   0.185852E-07  -0.264168E-10
  5163   0.117656E+00   0.321248E-02   0.196856E-09  -0.342333E-02   0.121039E-09   0.185704E-07  -0.261038E-10
  5164   0.117414E+00   0.320308E-02   0.195087E-09  -0.341875E-02   0.120945E-09   0.185556E-07  -0.257902E-10
  5165   0.117172E+00   0.319376E-02   0.193330E-09  -0.341426E-02   0.120852E-09   0.185408E-07  -0.254759E-10
  5166   0.116931E+00   0.318445E-02   0.191586E-09  -0.340956E-02   0.120759E-09   0.185259E-07  -0.251611E-10
  5167   0.116689E+00   0.317500E-02   0.189855E-09  -0.340451E-02   0.120666E-09   0.185111E-07  -0.248456E-10
  5168   0.116454E+00   0.316563E-02   0.188136E-09  -0.339940E-02   0.120573E-09   0.184962E-07  -0.245296E-10
  5169   0.116205E+00   0.315597E-02   0.186429E-09  -0.339409E-02   0.120480E-09   0.184813E-07  -0.242130E-10
  5170   0.115964E+00   0.314655E-02   0.184735E-09  -0.338872E-02   0.120387E-09   0.184664E-07  -0.238958E-10
  5171   0.115729E+00   0.313698E-02   0.183054E-09  -0.338300E-02   0.120294E-09   0.184515E-07  -0.235781E-10
  5172   0.115488E+00   0.312734E-02   0.181384E-09  -0.337714E-02   0.120202E-09   0.184365E-07  -0.232598E-10
  5173   0.115246E+00   0.311779E-02   0.179727E-09  -0.337108E-02   0.120109E-09   0.184216E-07  -0.229409E-10
  5174   0.115004E+00   0.310809E-02   0.178082E-09  -0.336488E-02   0.120017E-09   0.184066E-07  -0.226216E-10
  5175   0.114770E+00   0.309848E-02   0.176449E-09  -0.335841E-02   0.119924E-09   0.183916E-07  -0.223017E-10
  5176   0.114528E+00   0.308873E-02   0.174829E-09  -0.335180E-02   0.119832E-09   0.183766E-07  -0.219812E-10
  5177   0.114279E+00   0.307906E-02   0.173220E-09  -0.334514E-02   0.119740E-09   0.183616E-07  -0.216603E-10
  5178   0.114045E+00   0.306924E-02   0.171624E-09  -0.333804E-02   0.119647E-09   0.183465E-07  -0.213388E-10
  5179   0.113803E+00   0.305966E-02   0.170039E-09  -0.333089E-02   0.119555E-09   0.183315E-07  -0.210169E-10
  5180   0.113569E+00   0.304979E-02   0.168466E-09  -0.332353E-02   0.119463E-09   0.183164E-07  -0.206945E-10
  5181   0.113320E+00   0.304000E-02   0.166905E-09  -0.331589E-02   0.119371E-09   0.183013E-07  -0.203715E-10
  5182   0.113078E+00   0.303014E-02   0.165356E-09  -0.330819E-02   0.119279E-09   0.182862E-07  -0.200482E-10
  5183   0.112844E+00   0.302036E-02   0.163819E-09  -0.330029E-02   0.119187E-09   0.182711E-07  -0.197243E-10
  5184   0.112602E+00   0.301052E-02   0.162293E-09  -0.329210E-02   0.119095E-09   0.182560E-07  -0.194000E-10
  5185   0.112353E+00   0.300068E-02   0.160779E-09  -0.328371E-02   0.119004E-09   0.182408E-07  -0.190752E-10
  5186   0.112119E+00   0.299070E-02   0.159277E-09  -0.327518E-02   0.118912E-09   0.182257E-07  -0.187501E-10
  5187   0.111877E+00   0.298088E-02   0.157786E-09  -0.326645E-02   0.118820E-09   0.182105E-07  -0.184244E-10
  5188   0.111643E+00   0.297099E-02   0.156307E-09  -0.325765E-02   0.118729E-09   0.181953E-07  -0.180984E-10
  5189   0.111394E+00   0.296111E-02   0.154839E-09  -0.324843E-02   0.118638E-09   0.181801E-07  -0.177719E-10
  5190   0.111159E+00   0.295108E-02   0.153382E-09  -0.323915E-02   0.118546E-09   0.181649E-07  -0.174451E-10
  5191   0.110918E+00   0.294122E-02   0.151937E-09  -0.322958E-02   0.118455E-09   0.181497E-07  -0.171178E-10
  5192   0.110669E+00   0.293121E-02   0.150503E-09  -0.321989E-02   0.118364E-09   0.181344E-07  -0.167901E-10
  5193   0.110427E+00   0.292135E-02   0.149081E-09  -0.320991E-02   0.118272E-09   0.181192E-07  -0.164621E-10
  5194   0.110186E+00   0.291128E-02   0.147669E-09  -0.319987E-02   0.118181E-09   0.181039E-07  -0.161337E-10
  5195   0.109944E+00   0.290136E-02   0.146269E-09  -0.318947E-02   0.118090E-09   0.180886E-07  -0.158049E-10
  5196   0.109710E+00   0.289138E-02   0.144880E-09  -0.317901E-02   0.117999E-09   0.180733E-07  -0.154758E-10
  5197   0.109468E+00   0.288148E-02   0.143502E-09  -0.316835E-02   0.117909E-09   0.180580E-07  -0.151463E-10
  5198   0.109227E+00   0.287150E-02   0.142135E-09  -0.315748E-02   0.117818E-09   0.180427E-07  -0.148165E-10
  5199   0.108985E+00   0.286154E-02   0.140778E-09  -0.314640E-02   0.117727E-09   0.180274E-07  -0.144863E-10
  5200   0.108736E+00   0.285166E-02   0.139433E-09  -0.313511E-02   0.117637E-09   0.180121E-07  -0.141559E-10
  5201   0.108502E+00   0.284156E-02   0.138099E-09  -0.312361E-02   0.117546E-09   0.179967E-07  -0.138251E-10
