#    L    TT             EE             TE             PP             TP          
  4408   0.741346E+00   0.231620E-01  -0.243036E-01   0.100760E+05   0.572627E+00
  4409   0.739184E+00   0.231479E-01  -0.242174E-01   0.100683E+05   0.572405E+00
  4410   0.737014E+00   0.231348E-01  -0.241362E-01   0.100606E+05   0.572180E+00
  4411   0.734866E+00   0.231218E-01  -0.240585E-01   0.100529E+05   0.571952E+00
  4412   0.732717E+00   0.231098E-01  -0.239859E-01   0.100452E+05   0.571722E+00
  4413   0.730575E+00   0.230979E-01  -0.239160E-01   0.100375E+05   0.571489E+00
  4414   0.728462E+00   0.230855E-01  -0.238496E-01   0.100298E+05   0.571254E+00
  4415   0.726341E+00   0.230747E-01  -0.237875E-01   0.100221E+05   0.571016E+00
  4416   0.724242E+00   0.230634E-01  -0.237289E-01   0.100144E+05   0.570776E+00
  4417   0.722135E+00   0.230529E-01  -0.236746E-01   0.100067E+05   0.570533E+00
  4418   0.720058E+00   0.230419E-01  -0.236239E-01   0.999908E+04   0.570287E+00
  4419   0.717972E+00   0.230318E-01  -0.235767E-01   0.999142E+04   0.570039E+00
  4420   0.715924E+00   0.230218E-01  -0.235338E-01   0.998377E+04   0.569788E+00
  4421   0.713868E+00   0.230120E-01  -0.234914E-01   0.997612E+04   0.569534E+00
  4422   0.711827E+00   0.230016E-01  -0.234549E-01   0.996848E+04   0.569278E+00
  4423   0.709801E+00   0.229921E-01  -0.234219E-01   0.996085E+04   0.569019E+00
  4424   0.707781E+00   0.229819E-01  -0.233925E-01   0.995322E+04   0.568757E+00
  4425   0.705777E+00   0.229727E-01  -0.233681E-01   0.994560E+04   0.568493E+00
  4426   0.703788E+00   0.229628E-01  -0.233458E-01   0.993798E+04   0.568226E+00
  4427   0.701799E+00   0.229531E-01  -0.233263E-01   0.993037E+04   0.567956E+00
  4428   0.699832E+00   0.229435E-01  -0.233097E-01   0.992276E+04   0.567684E+00
  4429   0.697873E+00   0.229341E-01  -0.232959E-01   0.991516E+04   0.567409E+00
  4430   0.695921E+00   0.229240E-01  -0.232872E-01   0.990757E+04   0.567131E+00
  4431   0.693985E+00   0.229148E-01  -0.232806E-01   0.989998E+04   0.566851E+00
  4432   0.692064E+00   0.229057E-01  -0.232769E-01   0.989240E+04   0.566567E+00
  4433   0.690151E+00   0.228952E-01  -0.232760E-01   0.988482E+04   0.566281E+00
  4434   0.688253E+00   0.228856E-01  -0.232780E-01   0.987725E+04   0.565992E+00
  4435   0.686370E+00   0.228754E-01  -0.232836E-01   0.986969E+04   0.565701E+00
  4436   0.684496E+00   0.228660E-01  -0.232913E-01   0.986213E+04   0.565407E+00
  4437   0.682637E+00   0.228552E-01  -0.233019E-01   0.985458E+04   0.565109E+00
  4438   0.680786E+00   0.228445E-01  -0.233153E-01   0.984703E+04   0.564810E+00
  4439   0.678943E+00   0.228339E-01  -0.233317E-01   0.983949E+04   0.564507E+00
  4440   0.677123E+00   0.228234E-01  -0.233501E-01   0.983195E+04   0.564201E+00
  4441   0.675311E+00   0.228123E-01  -0.233715E-01   0.982443E+04   0.563893E+00
  4442   0.673515E+00   0.228012E-01  -0.233950E-01   0.981690E+04   0.563582E+00
  4443   0.671713E+00   0.227895E-01  -0.234215E-01   0.980938E+04   0.563268E+00
  4444   0.669941E+00   0.227778E-01  -0.234493E-01   0.980187E+04   0.562951E+00
  4445   0.668193E+00   0.227655E-01  -0.234800E-01   0.979436E+04   0.562631E+00
  4446   0.666445E+00   0.227526E-01  -0.235137E-01   0.978686E+04   0.562308E+00
  4447   0.664714E+00   0.227397E-01  -0.235495E-01   0.977937E+04   0.561983E+00
  4448   0.662991E+00   0.227261E-01  -0.235875E-01   0.977188E+04   0.561654E+00
  4449   0.661284E+00   0.227126E-01  -0.236269E-01   0.976440E+04   0.561323E+00
  4450   0.659593E+00   0.226992E-01  -0.236685E-01   0.975692E+04   0.560989E+00
  4451   0.657904E+00   0.226843E-01  -0.237123E-01   0.974945E+04   0.560652E+00
  4452   0.656223E+00   0.226695E-01  -0.237583E-01   0.974198E+04   0.560312E+00
  4453   0.654566E+00   0.226540E-01  -0.238049E-01   0.973452E+04   0.559969E+00
  4454   0.652926E+00   0.226393E-01  -0.238545E-01   0.972707E+04   0.559623E+00
  4455   0.651308E+00   0.226224E-01  -0.239069E-01   0.971962E+04   0.559274E+00
  4456   0.649693E+00   0.226056E-01  -0.239593E-01   0.971217E+04   0.558922E+00
  4457   0.648086E+00   0.225888E-01  -0.240131E-01   0.970474E+04   0.558568E+00
  4458   0.646488E+00   0.225713E-01  -0.240689E-01   0.969730E+04   0.558210E+00
  4459   0.644914E+00   0.225538E-01  -0.241270E-01   0.968988E+04   0.557850E+00
  4460   0.643348E+00   0.225356E-01  -0.241856E-01   0.968246E+04   0.557486E+00
  4461   0.641799E+00   0.225167E-01  -0.242463E-01   0.967504E+04   0.557120E+00
  4462   0.640252E+00   0.224971E-01  -0.243070E-01   0.966763E+04   0.556751E+00
  4463   0.638721E+00   0.224775E-01  -0.243697E-01   0.966023E+04   0.556378E+00
  4464   0.637206E+00   0.224572E-01  -0.244330E-01   0.965283E+04   0.556003E+00
  4465   0.635693E+00   0.224354E-01  -0.244968E-01   0.964544E+04   0.555625E+00
  4466   0.634204E+00   0.224144E-01  -0.245621E-01   0.963806E+04   0.555245E+00
  4467   0.632724E+00   0.223912E-01  -0.246293E-01   0.963068E+04   0.554861E+00
  4468   0.631260E+00   0.223694E-01  -0.246957E-01   0.962330E+04   0.554474E+00
  4469   0.629798E+00   0.223455E-01  -0.247640E-01   0.961593E+04   0.554084E+00
  4470   0.628352E+00   0.223207E-01  -0.248330E-01   0.960857E+04   0.553692E+00
  4471   0.626916E+00   0.222968E-01  -0.249009E-01   0.960121E+04   0.553296E+00
  4472   0.625504E+00   0.222713E-01  -0.249709E-01   0.959386E+04   0.552898E+00
  4473   0.624086E+00   0.222451E-01  -0.250414E-01   0.958651E+04   0.552496E+00
  4474   0.622692E+00   0.222189E-01  -0.251125E-01   0.957917E+04   0.552092E+00
  4475   0.621307E+00   0.221919E-01  -0.251840E-01   0.957184E+04   0.551685E+00
  4476   0.619939E+00   0.221641E-01  -0.252553E-01   0.956451E+04   0.551275E+00
  4477   0.618572E+00   0.221364E-01  -0.253271E-01   0.955718E+04   0.550862E+00
  4478   0.617215E+00   0.221071E-01  -0.253986E-01   0.954986E+04   0.550446E+00
  4479   0.615882E+00   0.220778E-01  -0.254706E-01   0.954255E+04   0.550027E+00
  4480   0.614551E+00   0.220470E-01  -0.255423E-01   0.953524E+04   0.549605E+00
  4481   0.613222E+00   0.220162E-01  -0.256145E-01   0.952794E+04   0.549181E+00
  4482   0.611917E+00   0.219845E-01  -0.256856E-01   0.952065E+04   0.548753E+00
  4483   0.610621E+00   0.219521E-01  -0.257579E-01   0.951336E+04   0.548323E+00
  4484   0.609327E+00   0.219182E-01  -0.258292E-01   0.950607E+04   0.547889E+00
  4485   0.608050E+00   0.218835E-01  -0.259009E-01   0.949879E+04   0.547453E+00
  4486   0.606783E+00   0.218494E-01  -0.259715E-01   0.949152E+04   0.547013E+00
  4487   0.605532E+00   0.218146E-01  -0.260418E-01   0.948425E+04   0.546571E+00
  4488   0.604276E+00   0.217790E-01  -0.261125E-01   0.947699E+04   0.546126E+00
  4489   0.603044E+00   0.217426E-01  -0.261820E-01   0.946973E+04   0.545678E+00
  4490   0.601814E+00   0.217068E-01  -0.262505E-01   0.946248E+04   0.545227E+00
  4491   0.600587E+00   0.216695E-01  -0.263187E-01   0.945524E+04   0.544773E+00
  4492   0.599384E+00   0.216307E-01  -0.263872E-01   0.944800E+04   0.544316E+00
  4493   0.598182E+00   0.215918E-01  -0.264545E-01   0.944076E+04   0.543857E+00
  4494   0.596998E+00   0.215513E-01  -0.265207E-01   0.943353E+04   0.543394E+00
  4495   0.595809E+00   0.215115E-01  -0.265866E-01   0.942631E+04   0.542928E+00
  4496   0.594636E+00   0.214701E-01  -0.266513E-01   0.941909E+04   0.542460E+00
  4497   0.593474E+00   0.214272E-01  -0.267148E-01   0.941188E+04   0.541988E+00
  4498   0.592313E+00   0.213857E-01  -0.267779E-01   0.940467E+04   0.541514E+00
  4499   0.591170E+00   0.213418E-01  -0.268391E-01   0.939747E+04   0.541037E+00
  4500   0.590021E+00   0.212979E-01  -0.268998E-01   0.939028E+04   0.540557E+00
  4501   0.588897E+00   0.212531E-01  -0.269601E-01   0.938309E+04   0.540073E+00
  4502   0.587768E+00   0.212067E-01  -0.270177E-01   0.937590E+04   0.539587E+00
  4503   0.586663E+00   0.211610E-01  -0.270756E-01   0.936872E+04   0.539099E+00
  4504   0.585553E+00   0.211152E-01  -0.271322E-01   0.936155E+04   0.538607E+00
  4505   0.584452E+00   0.210671E-01  -0.271862E-01   0.935438E+04   0.538113E+00
  4506   0.583362E+00   0.210188E-01  -0.272404E-01   0.934722E+04   0.537616E+00
  4507   0.582266E+00   0.209705E-01  -0.272925E-01   0.934006E+04   0.537116E+00
  4508   0.581194E+00   0.209213E-01  -0.273427E-01   0.933291E+04   0.536613E+00
  4509   0.580117E+00   0.208720E-01  -0.273923E-01   0.932576E+04   0.536108E+00
  4510   0.579049E+00   0.208204E-01  -0.274399E-01   0.931862E+04   0.535601E+00
  4511   0.577984E+00   0.207694E-01  -0.274855E-01   0.931149E+04   0.535091E+00
  4512   0.576936E+00   0.207176E-01  -0.275305E-01   0.930436E+04   0.534579E+00
  4513   0.575889E+00   0.206650E-01  -0.275726E-01   0.929723E+04   0.534064E+00
  4514   0.574845E+00   0.206122E-01  -0.276142E-01   0.929012E+04   0.533547E+00
  4515   0.573802E+00   0.205586E-01  -0.276537E-01   0.928300E+04   0.533027E+00
  4516   0.572777E+00   0.205041E-01  -0.276911E-01   0.927589E+04   0.532505E+00
  4517   0.571745E+00   0.204488E-01  -0.277279E-01   0.926879E+04   0.531981E+00
  4518   0.570724E+00   0.203934E-01  -0.277618E-01   0.926170E+04   0.531455E+00
  4519   0.569704E+00   0.203379E-01  -0.277929E-01   0.925460E+04   0.530927E+00
  4520   0.568686E+00   0.202807E-01  -0.278240E-01   0.924752E+04   0.530397E+00
  4521   0.567677E+00   0.202243E-01  -0.278529E-01   0.924044E+04   0.529864E+00
  4522   0.566670E+00   0.201662E-01  -0.278790E-01   0.923336E+04   0.529330E+00
  4523   0.565680E+00   0.201080E-01  -0.279036E-01   0.922629E+04   0.528793E+00
  4524   0.564677E+00   0.200489E-01  -0.279261E-01   0.921923E+04   0.528255E+00
  4525   0.563683E+00   0.199890E-01  -0.279471E-01   0.921217E+04   0.527714E+00
  4526   0.562691E+00   0.199298E-01  -0.279651E-01   0.920512E+04   0.527172E+00
  4527   0.561715E+00   0.198696E-01  -0.279817E-01   0.919807E+04   0.526628E+00
  4528   0.560726E+00   0.198086E-01  -0.279960E-01   0.919103E+04   0.526083E+00
  4529   0.559747E+00   0.197475E-01  -0.280081E-01   0.918399E+04   0.525535E+00
  4530   0.558769E+00   0.196841E-01  -0.280187E-01   0.917696E+04   0.524986E+00
  4531   0.557793E+00   0.196228E-01  -0.280270E-01   0.916993E+04   0.524436E+00
  4532   0.556818E+00   0.195598E-01  -0.280323E-01   0.916291E+04   0.523883E+00
  4533   0.555845E+00   0.194960E-01  -0.280353E-01   0.915589E+04   0.523330E+00
  4534   0.554888E+00   0.194321E-01  -0.280375E-01   0.914888E+04   0.522774E+00
  4535   0.553911E+00   0.193681E-01  -0.280359E-01   0.914188E+04   0.522218E+00
  4536   0.552943E+00   0.193039E-01  -0.280320E-01   0.913488E+04   0.521659E+00
  4537   0.551984E+00   0.192397E-01  -0.280265E-01   0.912788E+04   0.521100E+00
  4538   0.551018E+00   0.191738E-01  -0.280187E-01   0.912090E+04   0.520539E+00
  4539   0.550055E+00   0.191085E-01  -0.280092E-01   0.911391E+04   0.519977E+00
  4540   0.549100E+00   0.190416E-01  -0.279967E-01   0.910693E+04   0.519414E+00
  4541   0.548139E+00   0.189754E-01  -0.279810E-01   0.909996E+04   0.518849E+00
  4542   0.547180E+00   0.189090E-01  -0.279644E-01   0.909299E+04   0.518283E+00
  4543   0.546222E+00   0.188410E-01  -0.279447E-01   0.908603E+04   0.517717E+00
  4544   0.545258E+00   0.187737E-01  -0.279234E-01   0.907908E+04   0.517149E+00
  4545   0.544295E+00   0.187054E-01  -0.278988E-01   0.907212E+04   0.516580E+00
  4546   0.543342E+00   0.186378E-01  -0.278726E-01   0.906518E+04   0.516010E+00
  4547   0.542382E+00   0.185700E-01  -0.278432E-01   0.905824E+04   0.515439E+00
  4548   0.541431E+00   0.185007E-01  -0.278121E-01   0.905130E+04   0.514867E+00
  4549   0.540459E+00   0.184327E-01  -0.277785E-01   0.904437E+04   0.514295E+00
  4550   0.539495E+00   0.183623E-01  -0.277425E-01   0.903745E+04   0.513722E+00
  4551   0.538541E+00   0.182925E-01  -0.277040E-01   0.903053E+04   0.513148E+00
  4552   0.537572E+00   0.182234E-01  -0.276622E-01   0.902361E+04   0.512573E+00
  4553   0.536620E+00   0.181534E-01  -0.276195E-01   0.901671E+04   0.511997E+00
  4554   0.535647E+00   0.180825E-01  -0.275742E-01   0.900980E+04   0.511421E+00
  4555   0.534682E+00   0.180122E-01  -0.275257E-01   0.900290E+04   0.510844E+00
  4556   0.533718E+00   0.179411E-01  -0.274755E-01   0.899601E+04   0.510266E+00
  4557   0.532741E+00   0.178706E-01  -0.274227E-01   0.898912E+04   0.509687E+00
  4558   0.531779E+00   0.178000E-01  -0.273674E-01   0.898224E+04   0.509108E+00
  4559   0.530803E+00   0.177285E-01  -0.273096E-01   0.897536E+04   0.508528E+00
  4560   0.529829E+00   0.176576E-01  -0.272500E-01   0.896849E+04   0.507948E+00
  4561   0.528855E+00   0.175867E-01  -0.271872E-01   0.896163E+04   0.507366E+00
  4562   0.527875E+00   0.175148E-01  -0.271225E-01   0.895476E+04   0.506784E+00
  4563   0.526888E+00   0.174421E-01  -0.270568E-01   0.894791E+04   0.506202E+00
  4564   0.525909E+00   0.173716E-01  -0.269871E-01   0.894106E+04   0.505618E+00
  4565   0.524924E+00   0.172994E-01  -0.269156E-01   0.893421E+04   0.505034E+00
  4566   0.523932E+00   0.172294E-01  -0.268415E-01   0.892737E+04   0.504450E+00
  4567   0.522941E+00   0.171556E-01  -0.267671E-01   0.892054E+04   0.503864E+00
  4568   0.521950E+00   0.170838E-01  -0.266879E-01   0.891371E+04   0.503278E+00
  4569   0.520945E+00   0.170120E-01  -0.266084E-01   0.890688E+04   0.502692E+00
  4570   0.519941E+00   0.169401E-01  -0.265263E-01   0.890006E+04   0.502104E+00
  4571   0.518930E+00   0.168673E-01  -0.264416E-01   0.889325E+04   0.501517E+00
  4572   0.517926E+00   0.167952E-01  -0.263544E-01   0.888644E+04   0.500928E+00
  4573   0.516909E+00   0.167238E-01  -0.262668E-01   0.887964E+04   0.500339E+00
  4574   0.515892E+00   0.166522E-01  -0.261759E-01   0.887284E+04   0.499749E+00
  4575   0.514875E+00   0.165798E-01  -0.260824E-01   0.886604E+04   0.499159E+00
  4576   0.513859E+00   0.165081E-01  -0.259877E-01   0.885926E+04   0.498568E+00
  4577   0.512820E+00   0.164370E-01  -0.258905E-01   0.885247E+04   0.497977E+00
  4578   0.511790E+00   0.163651E-01  -0.257915E-01   0.884570E+04   0.497385E+00
  4579   0.510745E+00   0.162931E-01  -0.256905E-01   0.883892E+04   0.496792E+00
  4580   0.509707E+00   0.162218E-01  -0.255877E-01   0.883216E+04   0.496199E+00
  4581   0.508655E+00   0.161511E-01  -0.254838E-01   0.882539E+04   0.495605E+00
  4582   0.507611E+00   0.160804E-01  -0.253757E-01   0.881864E+04   0.495011E+00
  4583   0.506552E+00   0.160096E-01  -0.252673E-01   0.881189E+04   0.494417E+00
  4584   0.505493E+00   0.159387E-01  -0.251569E-01   0.880514E+04   0.493821E+00
  4585   0.504426E+00   0.158684E-01  -0.250447E-01   0.879840E+04   0.493225E+00
  4586   0.503360E+00   0.157982E-01  -0.249306E-01   0.879166E+04   0.492629E+00
  4587   0.502278E+00   0.157278E-01  -0.248153E-01   0.878493E+04   0.492032E+00
  4588   0.501204E+00   0.156574E-01  -0.246982E-01   0.877820E+04   0.491435E+00
  4589   0.500116E+00   0.155883E-01  -0.245783E-01   0.877148E+04   0.490837E+00
  4590   0.499027E+00   0.155185E-01  -0.244573E-01   0.876477E+04   0.490239E+00
  4591   0.497930E+00   0.154494E-01  -0.243352E-01   0.875806E+04   0.489640E+00
  4592   0.496833E+00   0.153802E-01  -0.242111E-01   0.875135E+04   0.489041E+00
  4593   0.495736E+00   0.153117E-01  -0.240851E-01   0.874465E+04   0.488441E+00
  4594   0.494617E+00   0.152431E-01  -0.239571E-01   0.873796E+04   0.487841E+00
  4595   0.493505E+00   0.151745E-01  -0.238287E-01   0.873127E+04   0.487240E+00
  4596   0.492392E+00   0.151073E-01  -0.236991E-01   0.872458E+04   0.486639E+00
  4597   0.491272E+00   0.150393E-01  -0.235661E-01   0.871790E+04   0.486037E+00
  4598   0.490136E+00   0.149720E-01  -0.234333E-01   0.871123E+04   0.485435E+00
  4599   0.489007E+00   0.149054E-01  -0.232979E-01   0.870456E+04   0.484833E+00
  4600   0.487863E+00   0.148394E-01  -0.231627E-01   0.869789E+04   0.484230E+00
  4601   0.486711E+00   0.147720E-01  -0.230249E-01   0.869124E+04   0.483627E+00
  4602   0.485544E+00   0.147060E-01  -0.228858E-01   0.868458E+04   0.483023E+00
  4603   0.484384E+00   0.146407E-01  -0.227462E-01   0.867793E+04   0.482419E+00
  4604   0.483215E+00   0.145754E-01  -0.226040E-01   0.867129E+04   0.481815E+00
  4605   0.482054E+00   0.145107E-01  -0.224620E-01   0.866465E+04   0.481211E+00
  4606   0.480876E+00   0.144461E-01  -0.223203E-01   0.865802E+04   0.480606E+00
  4607   0.479699E+00   0.143821E-01  -0.221737E-01   0.865139E+04   0.480001E+00
  4608   0.478513E+00   0.143181E-01  -0.220289E-01   0.864476E+04   0.479395E+00
  4609   0.477319E+00   0.142556E-01  -0.218815E-01   0.863814E+04   0.478790E+00
  4610   0.476125E+00   0.141915E-01  -0.217343E-01   0.863153E+04   0.478185E+00
  4611   0.474922E+00   0.141297E-01  -0.215852E-01   0.862492E+04   0.477579E+00
  4612   0.473711E+00   0.140685E-01  -0.214357E-01   0.861832E+04   0.476973E+00
  4613   0.472499E+00   0.140066E-01  -0.212857E-01   0.861172E+04   0.476368E+00
  4614   0.471272E+00   0.139455E-01  -0.211346E-01   0.860513E+04   0.475762E+00
  4615   0.470051E+00   0.138843E-01  -0.209823E-01   0.859854E+04   0.475156E+00
  4616   0.468815E+00   0.138246E-01  -0.208296E-01   0.859196E+04   0.474551E+00
  4617   0.467578E+00   0.137648E-01  -0.206765E-01   0.858538E+04   0.473945E+00
  4618   0.466347E+00   0.137058E-01  -0.205222E-01   0.857880E+04   0.473340E+00
  4619   0.465093E+00   0.136476E-01  -0.203683E-01   0.857224E+04   0.472735E+00
  4620   0.463846E+00   0.135893E-01  -0.202125E-01   0.856567E+04   0.472130E+00
  4621   0.462590E+00   0.135318E-01  -0.200571E-01   0.855912E+04   0.471525E+00
  4622   0.461326E+00   0.134742E-01  -0.199020E-01   0.855256E+04   0.470921E+00
  4623   0.460061E+00   0.134174E-01  -0.197450E-01   0.854601E+04   0.470316E+00
  4624   0.458795E+00   0.133606E-01  -0.195876E-01   0.853947E+04   0.469713E+00
  4625   0.457513E+00   0.133053E-01  -0.194314E-01   0.853293E+04   0.469109E+00
  4626   0.456230E+00   0.132500E-01  -0.192740E-01   0.852640E+04   0.468506E+00
  4627   0.454938E+00   0.131954E-01  -0.191155E-01   0.851987E+04   0.467903E+00
  4628   0.453653E+00   0.131409E-01  -0.189581E-01   0.851335E+04   0.467301E+00
  4629   0.452352E+00   0.130864E-01  -0.187997E-01   0.850683E+04   0.466699E+00
  4630   0.451057E+00   0.130341E-01  -0.186416E-01   0.850032E+04   0.466098E+00
  4631   0.449753E+00   0.129818E-01  -0.184832E-01   0.849381E+04   0.465497E+00
  4632   0.448434E+00   0.129295E-01  -0.183244E-01   0.848731E+04   0.464897E+00
  4633   0.447128E+00   0.128780E-01  -0.181660E-01   0.848081E+04   0.464298E+00
  4634   0.445806E+00   0.128273E-01  -0.180087E-01   0.847432E+04   0.463699E+00
  4635   0.444475E+00   0.127773E-01  -0.178489E-01   0.846783E+04   0.463101E+00
  4636   0.443151E+00   0.127273E-01  -0.176910E-01   0.846134E+04   0.462503E+00
  4637   0.441825E+00   0.126782E-01  -0.175335E-01   0.845487E+04   0.461907E+00
  4638   0.440475E+00   0.126297E-01  -0.173756E-01   0.844839E+04   0.461311E+00
  4639   0.439139E+00   0.125806E-01  -0.172182E-01   0.844193E+04   0.460715E+00
  4640   0.437795E+00   0.125330E-01  -0.170605E-01   0.843546E+04   0.460121E+00
  4641   0.436449E+00   0.124862E-01  -0.169039E-01   0.842900E+04   0.459528E+00
  4642   0.435094E+00   0.124394E-01  -0.167471E-01   0.842255E+04   0.458935E+00
  4643   0.433745E+00   0.123941E-01  -0.165899E-01   0.841610E+04   0.458344E+00
  4644   0.432379E+00   0.123489E-01  -0.164331E-01   0.840966E+04   0.457753E+00
  4645   0.431012E+00   0.123037E-01  -0.162776E-01   0.840322E+04   0.457163E+00
  4646   0.429644E+00   0.122601E-01  -0.161232E-01   0.839679E+04   0.456575E+00
  4647   0.428274E+00   0.122165E-01  -0.159686E-01   0.839036E+04   0.455987E+00
  4648   0.426888E+00   0.121737E-01  -0.158144E-01   0.838393E+04   0.455401E+00
  4649   0.425523E+00   0.121316E-01  -0.156599E-01   0.837751E+04   0.454816E+00
  4650   0.424141E+00   0.120897E-01  -0.155074E-01   0.837110E+04   0.454231E+00
  4651   0.422757E+00   0.120485E-01  -0.153546E-01   0.836469E+04   0.453649E+00
  4652   0.421365E+00   0.120074E-01  -0.152030E-01   0.835829E+04   0.453067E+00
  4653   0.419971E+00   0.119678E-01  -0.150520E-01   0.835189E+04   0.452486E+00
  4654   0.418575E+00   0.119283E-01  -0.149014E-01   0.834549E+04   0.451907E+00
  4655   0.417185E+00   0.118896E-01  -0.147520E-01   0.833910E+04   0.451329E+00
  4656   0.415786E+00   0.118509E-01  -0.146031E-01   0.833272E+04   0.450752E+00
  4657   0.414385E+00   0.118131E-01  -0.144563E-01   0.832634E+04   0.450177E+00
  4658   0.412983E+00   0.117753E-01  -0.143092E-01   0.831996E+04   0.449603E+00
  4659   0.411580E+00   0.117390E-01  -0.141627E-01   0.831359E+04   0.449030E+00
  4660   0.410167E+00   0.117028E-01  -0.140181E-01   0.830723E+04   0.448459E+00
  4661   0.408761E+00   0.116667E-01  -0.138741E-01   0.830087E+04   0.447889E+00
  4662   0.407345E+00   0.116321E-01  -0.137314E-01   0.829451E+04   0.447321E+00
  4663   0.405935E+00   0.115983E-01  -0.135886E-01   0.828816E+04   0.446754E+00
  4664   0.404509E+00   0.115639E-01  -0.134477E-01   0.828182E+04   0.446188E+00
  4665   0.403104E+00   0.115303E-01  -0.133082E-01   0.827547E+04   0.445624E+00
  4666   0.401690E+00   0.114974E-01  -0.131692E-01   0.826914E+04   0.445062E+00
  4667   0.400267E+00   0.114654E-01  -0.130324E-01   0.826281E+04   0.444501E+00
  4668   0.398850E+00   0.114334E-01  -0.128961E-01   0.825648E+04   0.443941E+00
  4669   0.397423E+00   0.114023E-01  -0.127604E-01   0.825016E+04   0.443384E+00
  4670   0.396011E+00   0.113720E-01  -0.126260E-01   0.824384E+04   0.442827E+00
  4671   0.394574E+00   0.113417E-01  -0.124938E-01   0.823753E+04   0.442273E+00
  4672   0.393159E+00   0.113122E-01  -0.123621E-01   0.823122E+04   0.441720E+00
  4673   0.391734E+00   0.112829E-01  -0.122311E-01   0.822492E+04   0.441168E+00
  4674   0.390316E+00   0.112550E-01  -0.121030E-01   0.821862E+04   0.440619E+00
  4675   0.388889E+00   0.112265E-01  -0.119755E-01   0.821233E+04   0.440071E+00
  4676   0.387467E+00   0.111989E-01  -0.118494E-01   0.820604E+04   0.439525E+00
  4677   0.386037E+00   0.111720E-01  -0.117247E-01   0.819976E+04   0.438980E+00
  4678   0.384613E+00   0.111460E-01  -0.116007E-01   0.819348E+04   0.438437E+00
  4679   0.383188E+00   0.111192E-01  -0.114802E-01   0.818721E+04   0.437897E+00
  4680   0.381768E+00   0.110941E-01  -0.113598E-01   0.818094E+04   0.437357E+00
  4681   0.380347E+00   0.110690E-01  -0.112400E-01   0.817468E+04   0.436820E+00
  4682   0.378925E+00   0.110440E-01  -0.111231E-01   0.816842E+04   0.436285E+00
  4683   0.377502E+00   0.110199E-01  -0.110077E-01   0.816216E+04   0.435751E+00
  4684   0.376077E+00   0.109973E-01  -0.108937E-01   0.815591E+04   0.435220E+00
  4685   0.374666E+00   0.109732E-01  -0.107805E-01   0.814967E+04   0.434690E+00
  4686   0.373253E+00   0.109508E-01  -0.106701E-01   0.814343E+04   0.434162E+00
  4687   0.371831E+00   0.109284E-01  -0.105605E-01   0.813720E+04   0.433636E+00
  4688   0.370423E+00   0.109061E-01  -0.104524E-01   0.813097E+04   0.433112E+00
  4689   0.369014E+00   0.108854E-01  -0.103473E-01   0.812474E+04   0.432590E+00
  4690   0.367596E+00   0.108640E-01  -0.102421E-01   0.811852E+04   0.432071E+00
  4691   0.366184E+00   0.108435E-01  -0.101392E-01   0.811230E+04   0.431553E+00
  4692   0.364779E+00   0.108223E-01  -0.100379E-01   0.810609E+04   0.431037E+00
  4693   0.363372E+00   0.108034E-01  -0.993872E-02   0.809988E+04   0.430523E+00
  4694   0.361971E+00   0.107831E-01  -0.984036E-02   0.809368E+04   0.430012E+00
  4695   0.360576E+00   0.107644E-01  -0.974427E-02   0.808749E+04   0.429502E+00
  4696   0.359173E+00   0.107465E-01  -0.964971E-02   0.808129E+04   0.428995E+00
  4697   0.357776E+00   0.107280E-01  -0.955744E-02   0.807511E+04   0.428490E+00
  4698   0.356378E+00   0.107110E-01  -0.946597E-02   0.806892E+04   0.427987E+00
  4699   0.354993E+00   0.106934E-01  -0.937680E-02   0.806274E+04   0.427487E+00
  4700   0.353607E+00   0.106766E-01  -0.928993E-02   0.805657E+04   0.426988E+00
  4701   0.352220E+00   0.106599E-01  -0.920464E-02   0.805040E+04   0.426492E+00
  4702   0.350846E+00   0.106433E-01  -0.912092E-02   0.804424E+04   0.425998E+00
  4703   0.349464E+00   0.106276E-01  -0.903878E-02   0.803808E+04   0.425506E+00
  4704   0.348088E+00   0.106119E-01  -0.895821E-02   0.803192E+04   0.425017E+00
  4705   0.346719E+00   0.105970E-01  -0.887998E-02   0.802578E+04   0.424530E+00
  4706   0.345355E+00   0.105823E-01  -0.880334E-02   0.801963E+04   0.424045E+00
  4707   0.343998E+00   0.105676E-01  -0.872755E-02   0.801349E+04   0.423562E+00
  4708   0.342633E+00   0.105530E-01  -0.865484E-02   0.800735E+04   0.423082E+00
  4709   0.341282E+00   0.105393E-01  -0.858300E-02   0.800122E+04   0.422603E+00
  4710   0.339936E+00   0.105256E-01  -0.851350E-02   0.799510E+04   0.422127E+00
  4711   0.338583E+00   0.105113E-01  -0.844561E-02   0.798897E+04   0.421653E+00
  4712   0.337243E+00   0.104985E-01  -0.838008E-02   0.798286E+04   0.421182E+00
  4713   0.335917E+00   0.104858E-01  -0.831543E-02   0.797674E+04   0.420712E+00
  4714   0.334576E+00   0.104732E-01  -0.825314E-02   0.797064E+04   0.420245E+00
  4715   0.333248E+00   0.104607E-01  -0.819248E-02   0.796453E+04   0.419780E+00
  4716   0.331920E+00   0.104483E-01  -0.813420E-02   0.795844E+04   0.419317E+00
  4717   0.330605E+00   0.104366E-01  -0.807680E-02   0.795234E+04   0.418857E+00
