#    L    TT             EE             TE             PP             TP          
  1499   0.671332E+03   0.106067E+02   0.314755E+01   0.127454E+06   0.261077E+02
  1500   0.668232E+03   0.106957E+02   0.360241E+01   0.127299E+06   0.259588E+02
  1501   0.665108E+03   0.107863E+02   0.404733E+01   0.127144E+06   0.258094E+02
  1502   0.661959E+03   0.108792E+02   0.448178E+01   0.126989E+06   0.256594E+02
  1503   0.658793E+03   0.109743E+02   0.490591E+01   0.126834E+06   0.255089E+02
  1504   0.655603E+03   0.110710E+02   0.531977E+01   0.126680E+06   0.253579E+02
  1505   0.652388E+03   0.111699E+02   0.572298E+01   0.126525E+06   0.252064E+02
  1506   0.649156E+03   0.112704E+02   0.611560E+01   0.126371E+06   0.250544E+02
  1507   0.645907E+03   0.113732E+02   0.649753E+01   0.126218E+06   0.249020E+02
  1508   0.642640E+03   0.114775E+02   0.686840E+01   0.126064E+06   0.247490E+02
  1509   0.639349E+03   0.115827E+02   0.722834E+01   0.125911E+06   0.245957E+02
  1510   0.636056E+03   0.116909E+02   0.757703E+01   0.125759E+06   0.244419E+02
  1511   0.632730E+03   0.117999E+02   0.791521E+01   0.125606E+06   0.242877E+02
  1512   0.629394E+03   0.119104E+02   0.824064E+01   0.125454E+06   0.241332E+02
  1513   0.626041E+03   0.120226E+02   0.855627E+01   0.125301E+06   0.239783E+02
  1514   0.622686E+03   0.121370E+02   0.885986E+01   0.125150E+06   0.238230E+02
  1515   0.619336E+03   0.122523E+02   0.915288E+01   0.124998E+06   0.236674E+02
  1516   0.615953E+03   0.123684E+02   0.943310E+01   0.124847E+06   0.235114E+02
  1517   0.612568E+03   0.124861E+02   0.970271E+01   0.124696E+06   0.233552E+02
  1518   0.609173E+03   0.126053E+02   0.996172E+01   0.124545E+06   0.231986E+02
  1519   0.605767E+03   0.127247E+02   0.102071E+02   0.124394E+06   0.230418E+02
  1520   0.602367E+03   0.128456E+02   0.104419E+02   0.124244E+06   0.228848E+02
  1521   0.598949E+03   0.129681E+02   0.106653E+02   0.124094E+06   0.227275E+02
  1522   0.595521E+03   0.130907E+02   0.108765E+02   0.123944E+06   0.225699E+02
  1523   0.592098E+03   0.132142E+02   0.110763E+02   0.123794E+06   0.224122E+02
  1524   0.588665E+03   0.133392E+02   0.112640E+02   0.123645E+06   0.222542E+02
  1525   0.585229E+03   0.134652E+02   0.114402E+02   0.123496E+06   0.220961E+02
  1526   0.581797E+03   0.135912E+02   0.116049E+02   0.123347E+06   0.219378E+02
  1527   0.578363E+03   0.137173E+02   0.117567E+02   0.123199E+06   0.217794E+02
  1528   0.574927E+03   0.138451E+02   0.118977E+02   0.123050E+06   0.216209E+02
  1529   0.571494E+03   0.139730E+02   0.120272E+02   0.122902E+06   0.214622E+02
  1530   0.568067E+03   0.141010E+02   0.121445E+02   0.122754E+06   0.213034E+02
  1531   0.564637E+03   0.142298E+02   0.122495E+02   0.122607E+06   0.211446E+02
  1532   0.561218E+03   0.143596E+02   0.123436E+02   0.122459E+06   0.209857E+02
  1533   0.557797E+03   0.144887E+02   0.124270E+02   0.122312E+06   0.208267E+02
  1534   0.554388E+03   0.146187E+02   0.124966E+02   0.122165E+06   0.206677E+02
  1535   0.550983E+03   0.147489E+02   0.125560E+02   0.122019E+06   0.205087E+02
  1536   0.547583E+03   0.148784E+02   0.126032E+02   0.121872E+06   0.203497E+02
  1537   0.544202E+03   0.150088E+02   0.126387E+02   0.121726E+06   0.201907E+02
  1538   0.540833E+03   0.151394E+02   0.126633E+02   0.121580E+06   0.200318E+02
  1539   0.537439E+03   0.152687E+02   0.126763E+02   0.121434E+06   0.198729E+02
  1540   0.534078E+03   0.153981E+02   0.126784E+02   0.121289E+06   0.197140E+02
  1541   0.530730E+03   0.155284E+02   0.126681E+02   0.121144E+06   0.195552E+02
  1542   0.527393E+03   0.156581E+02   0.126475E+02   0.120999E+06   0.193966E+02
  1543   0.524061E+03   0.157865E+02   0.126146E+02   0.120854E+06   0.192380E+02
  1544   0.520748E+03   0.159158E+02   0.125714E+02   0.120710E+06   0.190796E+02
  1545   0.517455E+03   0.160437E+02   0.125172E+02   0.120565E+06   0.189213E+02
  1546   0.514165E+03   0.161711E+02   0.124513E+02   0.120421E+06   0.187631E+02
  1547   0.510895E+03   0.162987E+02   0.123751E+02   0.120278E+06   0.186052E+02
  1548   0.507651E+03   0.164257E+02   0.122880E+02   0.120134E+06   0.184474E+02
  1549   0.504419E+03   0.165514E+02   0.121905E+02   0.119991E+06   0.182899E+02
  1550   0.501213E+03   0.166765E+02   0.120820E+02   0.119848E+06   0.181325E+02
  1551   0.498011E+03   0.168011E+02   0.119624E+02   0.119705E+06   0.179755E+02
  1552   0.494844E+03   0.169243E+02   0.118332E+02   0.119562E+06   0.178186E+02
  1553   0.491688E+03   0.170478E+02   0.116944E+02   0.119420E+06   0.176620E+02
  1554   0.488559E+03   0.171707E+02   0.115445E+02   0.119278E+06   0.175057E+02
  1555   0.485441E+03   0.172915E+02   0.113850E+02   0.119136E+06   0.173497E+02
  1556   0.482358E+03   0.174110E+02   0.112151E+02   0.118994E+06   0.171940E+02
  1557   0.479294E+03   0.175300E+02   0.110356E+02   0.118853E+06   0.170386E+02
  1558   0.476256E+03   0.176484E+02   0.108471E+02   0.118712E+06   0.168835E+02
  1559   0.473253E+03   0.177640E+02   0.106482E+02   0.118571E+06   0.167288E+02
  1560   0.470269E+03   0.178797E+02   0.104397E+02   0.118430E+06   0.165744E+02
  1561   0.467290E+03   0.179934E+02   0.102221E+02   0.118290E+06   0.164204E+02
  1562   0.464338E+03   0.181066E+02   0.999488E+01   0.118149E+06   0.162667E+02
  1563   0.461420E+03   0.182177E+02   0.975939E+01   0.118009E+06   0.161134E+02
  1564   0.458536E+03   0.183282E+02   0.951490E+01   0.117869E+06   0.159605E+02
  1565   0.455687E+03   0.184359E+02   0.926141E+01   0.117730E+06   0.158080E+02
  1566   0.452857E+03   0.185431E+02   0.900038E+01   0.117590E+06   0.156559E+02
  1567   0.450047E+03   0.186467E+02   0.872957E+01   0.117451E+06   0.155043E+02
  1568   0.447271E+03   0.187512E+02   0.845105E+01   0.117312E+06   0.153531E+02
  1569   0.444538E+03   0.188529E+02   0.816436E+01   0.117174E+06   0.152024E+02
  1570   0.441832E+03   0.189540E+02   0.786987E+01   0.117035E+06   0.150521E+02
  1571   0.439160E+03   0.190545E+02   0.756814E+01   0.116897E+06   0.149023E+02
  1572   0.436508E+03   0.191508E+02   0.725799E+01   0.116759E+06   0.147530E+02
  1573   0.433891E+03   0.192465E+02   0.694058E+01   0.116621E+06   0.146041E+02
  1574   0.431323E+03   0.193394E+02   0.661584E+01   0.116484E+06   0.144558E+02
  1575   0.428776E+03   0.194316E+02   0.628404E+01   0.116346E+06   0.143081E+02
  1576   0.426263E+03   0.195196E+02   0.594524E+01   0.116209E+06   0.141608E+02
  1577   0.423785E+03   0.196071E+02   0.559966E+01   0.116072E+06   0.140141E+02
  1578   0.421342E+03   0.196924E+02   0.524759E+01   0.115936E+06   0.138680E+02
  1579   0.418941E+03   0.197749E+02   0.488907E+01   0.115799E+06   0.137224E+02
  1580   0.416561E+03   0.198569E+02   0.452434E+01   0.115663E+06   0.135774E+02
  1581   0.414215E+03   0.199360E+02   0.415358E+01   0.115527E+06   0.134330E+02
  1582   0.411919E+03   0.200131E+02   0.377694E+01   0.115391E+06   0.132893E+02
  1583   0.409644E+03   0.200866E+02   0.339464E+01   0.115256E+06   0.131461E+02
  1584   0.407419E+03   0.201595E+02   0.300672E+01   0.115120E+06   0.130036E+02
  1585   0.405213E+03   0.202303E+02   0.261356E+01   0.114985E+06   0.128617E+02
  1586   0.403058E+03   0.202976E+02   0.221532E+01   0.114850E+06   0.127204E+02
  1587   0.400938E+03   0.203635E+02   0.181194E+01   0.114716E+06   0.125799E+02
  1588   0.398861E+03   0.204267E+02   0.140379E+01   0.114581E+06   0.124400E+02
  1589   0.396812E+03   0.204877E+02   0.991083E+00   0.114447E+06   0.123008E+02
  1590   0.394798E+03   0.205459E+02   0.573988E+00   0.114313E+06   0.121623E+02
  1591   0.392834E+03   0.206021E+02   0.152705E+00   0.114179E+06   0.120245E+02
  1592   0.390898E+03   0.206561E+02  -0.272504E+00   0.114045E+06   0.118874E+02
  1593   0.389005E+03   0.207074E+02  -0.701726E+00   0.113912E+06   0.117511E+02
  1594   0.387140E+03   0.207565E+02  -0.113453E+01   0.113779E+06   0.116155E+02
  1595   0.385326E+03   0.208036E+02  -0.157055E+01   0.113646E+06   0.114807E+02
  1596   0.383554E+03   0.208471E+02  -0.200988E+01   0.113513E+06   0.113466E+02
  1597   0.381811E+03   0.208885E+02  -0.245223E+01   0.113381E+06   0.112134E+02
  1598   0.380110E+03   0.209271E+02  -0.289725E+01   0.113248E+06   0.110809E+02
  1599   0.378446E+03   0.209636E+02  -0.334502E+01   0.113116E+06   0.109492E+02
  1600   0.376824E+03   0.209980E+02  -0.379525E+01   0.112984E+06   0.108184E+02
  1601   0.375238E+03   0.210296E+02  -0.424766E+01   0.112853E+06   0.106884E+02
  1602   0.373681E+03   0.210576E+02  -0.470204E+01   0.112721E+06   0.105592E+02
  1603   0.372182E+03   0.210835E+02  -0.515852E+01   0.112590E+06   0.104309E+02
  1604   0.370711E+03   0.211066E+02  -0.561696E+01   0.112459E+06   0.103034E+02
  1605   0.369283E+03   0.211276E+02  -0.607610E+01   0.112328E+06   0.101767E+02
  1606   0.367892E+03   0.211457E+02  -0.653727E+01   0.112197E+06   0.100509E+02
  1607   0.366536E+03   0.211617E+02  -0.699973E+01   0.112067E+06   0.992602E+01
  1608   0.365217E+03   0.211756E+02  -0.746201E+01   0.111937E+06   0.980196E+01
  1609   0.363949E+03   0.211852E+02  -0.792557E+01   0.111807E+06   0.967877E+01
  1610   0.362716E+03   0.211926E+02  -0.838968E+01   0.111677E+06   0.955645E+01
  1611   0.361513E+03   0.211979E+02  -0.885361E+01   0.111547E+06   0.943502E+01
  1612   0.360361E+03   0.211996E+02  -0.931808E+01   0.111418E+06   0.931446E+01
  1613   0.359230E+03   0.211992E+02  -0.978236E+01   0.111289E+06   0.919480E+01
  1614   0.358151E+03   0.211967E+02  -0.102464E+02   0.111160E+06   0.907603E+01
  1615   0.357108E+03   0.211912E+02  -0.107096E+02   0.111031E+06   0.895815E+01
  1616   0.356094E+03   0.211829E+02  -0.111718E+02   0.110902E+06   0.884118E+01
  1617   0.355124E+03   0.211725E+02  -0.116331E+02   0.110774E+06   0.872512E+01
  1618   0.354190E+03   0.211592E+02  -0.120935E+02   0.110646E+06   0.860997E+01
  1619   0.353279E+03   0.211430E+02  -0.125529E+02   0.110518E+06   0.849573E+01
  1620   0.352426E+03   0.211246E+02  -0.130106E+02   0.110390E+06   0.838242E+01
  1621   0.351603E+03   0.211026E+02  -0.134667E+02   0.110263E+06   0.827004E+01
  1622   0.350816E+03   0.210791E+02  -0.139211E+02   0.110135E+06   0.815858E+01
  1623   0.350059E+03   0.210528E+02  -0.143738E+02   0.110008E+06   0.804807E+01
  1624   0.349346E+03   0.210243E+02  -0.148233E+02   0.109881E+06   0.793849E+01
  1625   0.348671E+03   0.209922E+02  -0.152712E+02   0.109755E+06   0.782986E+01
  1626   0.348024E+03   0.209586E+02  -0.157167E+02   0.109628E+06   0.772218E+01
  1627   0.347408E+03   0.209214E+02  -0.161590E+02   0.109502E+06   0.761545E+01
  1628   0.346828E+03   0.208827E+02  -0.165989E+02   0.109376E+06   0.750969E+01
  1629   0.346286E+03   0.208412E+02  -0.170349E+02   0.109250E+06   0.740489E+01
  1630   0.345781E+03   0.207974E+02  -0.174684E+02   0.109124E+06   0.730106E+01
  1631   0.345290E+03   0.207507E+02  -0.178981E+02   0.108999E+06   0.719821E+01
  1632   0.344852E+03   0.207011E+02  -0.183246E+02   0.108873E+06   0.709633E+01
  1633   0.344444E+03   0.206500E+02  -0.187472E+02   0.108748E+06   0.699544E+01
  1634   0.344081E+03   0.205960E+02  -0.191659E+02   0.108623E+06   0.689553E+01
  1635   0.343733E+03   0.205405E+02  -0.195808E+02   0.108499E+06   0.679662E+01
  1636   0.343422E+03   0.204806E+02  -0.199909E+02   0.108374E+06   0.669871E+01
  1637   0.343142E+03   0.204200E+02  -0.203979E+02   0.108250E+06   0.660180E+01
  1638   0.342884E+03   0.203571E+02  -0.207995E+02   0.108126E+06   0.650590E+01
  1639   0.342671E+03   0.202913E+02  -0.211965E+02   0.108002E+06   0.641102E+01
  1640   0.342481E+03   0.202233E+02  -0.215896E+02   0.107878E+06   0.631715E+01
  1641   0.342314E+03   0.201531E+02  -0.219773E+02   0.107755E+06   0.622430E+01
  1642   0.342185E+03   0.200807E+02  -0.223589E+02   0.107631E+06   0.613248E+01
  1643   0.342079E+03   0.200075E+02  -0.227366E+02   0.107508E+06   0.604169E+01
  1644   0.341996E+03   0.199298E+02  -0.231103E+02   0.107385E+06   0.595194E+01
  1645   0.341943E+03   0.198507E+02  -0.234772E+02   0.107263E+06   0.586323E+01
  1646   0.341914E+03   0.197701E+02  -0.238388E+02   0.107140E+06   0.577556E+01
  1647   0.341923E+03   0.196872E+02  -0.241934E+02   0.107018E+06   0.568895E+01
  1648   0.341955E+03   0.196021E+02  -0.245442E+02   0.106896E+06   0.560339E+01
  1649   0.342010E+03   0.195155E+02  -0.248888E+02   0.106774E+06   0.551889E+01
  1650   0.342088E+03   0.194259E+02  -0.252266E+02   0.106652E+06   0.543546E+01
  1651   0.342190E+03   0.193356E+02  -0.255597E+02   0.106530E+06   0.535309E+01
  1652   0.342323E+03   0.192415E+02  -0.258852E+02   0.106409E+06   0.527180E+01
  1653   0.342472E+03   0.191466E+02  -0.262038E+02   0.106288E+06   0.519157E+01
  1654   0.342644E+03   0.190509E+02  -0.265185E+02   0.106167E+06   0.511241E+01
  1655   0.342848E+03   0.189530E+02  -0.268240E+02   0.106046E+06   0.503432E+01
  1656   0.343067E+03   0.188529E+02  -0.271242E+02   0.105925E+06   0.495730E+01
  1657   0.343295E+03   0.187512E+02  -0.274174E+02   0.105805E+06   0.488134E+01
  1658   0.343561E+03   0.186472E+02  -0.277044E+02   0.105685E+06   0.480644E+01
  1659   0.343843E+03   0.185417E+02  -0.279837E+02   0.105565E+06   0.473261E+01
  1660   0.344135E+03   0.184354E+02  -0.282560E+02   0.105445E+06   0.465984E+01
  1661   0.344457E+03   0.183269E+02  -0.285222E+02   0.105325E+06   0.458813E+01
  1662   0.344787E+03   0.182176E+02  -0.287813E+02   0.105206E+06   0.451748E+01
  1663   0.345142E+03   0.181067E+02  -0.290320E+02   0.105086E+06   0.444789E+01
  1664   0.345505E+03   0.179935E+02  -0.292757E+02   0.104967E+06   0.437937E+01
  1665   0.345892E+03   0.178795E+02  -0.295124E+02   0.104848E+06   0.431190E+01
  1666   0.346295E+03   0.177640E+02  -0.297428E+02   0.104729E+06   0.424549E+01
  1667   0.346707E+03   0.176477E+02  -0.299639E+02   0.104611E+06   0.418013E+01
  1668   0.347143E+03   0.175299E+02  -0.301788E+02   0.104493E+06   0.411584E+01
  1669   0.347587E+03   0.174112E+02  -0.303851E+02   0.104374E+06   0.405260E+01
  1670   0.348041E+03   0.172910E+02  -0.305836E+02   0.104256E+06   0.399041E+01
  1671   0.348518E+03   0.171692E+02  -0.307758E+02   0.104139E+06   0.392928E+01
  1672   0.349004E+03   0.170466E+02  -0.309595E+02   0.104021E+06   0.386919E+01
  1673   0.349492E+03   0.169224E+02  -0.311353E+02   0.103904E+06   0.381017E+01
  1674   0.350003E+03   0.167990E+02  -0.313033E+02   0.103786E+06   0.375219E+01
  1675   0.350509E+03   0.166732E+02  -0.314634E+02   0.103669E+06   0.369526E+01
  1676   0.351038E+03   0.165458E+02  -0.316157E+02   0.103552E+06   0.363939E+01
  1677   0.351576E+03   0.164191E+02  -0.317601E+02   0.103436E+06   0.358456E+01
  1678   0.352109E+03   0.162901E+02  -0.318966E+02   0.103319E+06   0.353078E+01
  1679   0.352658E+03   0.161617E+02  -0.320252E+02   0.103203E+06   0.347805E+01
  1680   0.353216E+03   0.160317E+02  -0.321452E+02   0.103087E+06   0.342637E+01
  1681   0.353783E+03   0.159002E+02  -0.322573E+02   0.102971E+06   0.337573E+01
  1682   0.354345E+03   0.157693E+02  -0.323630E+02   0.102855E+06   0.332613E+01
  1683   0.354922E+03   0.156383E+02  -0.324592E+02   0.102739E+06   0.327758E+01
  1684   0.355502E+03   0.155057E+02  -0.325482E+02   0.102624E+06   0.323008E+01
  1685   0.356091E+03   0.153731E+02  -0.326293E+02   0.102509E+06   0.318361E+01
  1686   0.356681E+03   0.152403E+02  -0.327010E+02   0.102394E+06   0.313819E+01
  1687   0.357266E+03   0.151059E+02  -0.327654E+02   0.102279E+06   0.309381E+01
  1688   0.357868E+03   0.149722E+02  -0.328226E+02   0.102164E+06   0.305047E+01
  1689   0.358456E+03   0.148383E+02  -0.328704E+02   0.102050E+06   0.300817E+01
  1690   0.359046E+03   0.147036E+02  -0.329108E+02   0.101935E+06   0.296691E+01
  1691   0.359646E+03   0.145695E+02  -0.329440E+02   0.101821E+06   0.292668E+01
  1692   0.360247E+03   0.144338E+02  -0.329685E+02   0.101707E+06   0.288749E+01
  1693   0.360843E+03   0.142987E+02  -0.329849E+02   0.101593E+06   0.284934E+01
  1694   0.361433E+03   0.141642E+02  -0.329948E+02   0.101480E+06   0.281222E+01
  1695   0.362032E+03   0.140282E+02  -0.329951E+02   0.101366E+06   0.277614E+01
  1696   0.362626E+03   0.138934E+02  -0.329889E+02   0.101253E+06   0.274109E+01
  1697   0.363207E+03   0.137578E+02  -0.329746E+02   0.101140E+06   0.270708E+01
  1698   0.363797E+03   0.136229E+02  -0.329529E+02   0.101027E+06   0.267409E+01
  1699   0.364382E+03   0.134877E+02  -0.329225E+02   0.100914E+06   0.264214E+01
  1700   0.364962E+03   0.133517E+02  -0.328854E+02   0.100802E+06   0.261122E+01
  1701   0.365529E+03   0.132178E+02  -0.328402E+02   0.100689E+06   0.258133E+01
  1702   0.366105E+03   0.130830E+02  -0.327877E+02   0.100577E+06   0.255246E+01
  1703   0.366668E+03   0.129495E+02  -0.327285E+02   0.100465E+06   0.252461E+01
  1704   0.367225E+03   0.128152E+02  -0.326611E+02   0.100353E+06   0.249777E+01
  1705   0.367777E+03   0.126822E+02  -0.325864E+02   0.100242E+06   0.247195E+01
  1706   0.368317E+03   0.125475E+02  -0.325043E+02   0.100130E+06   0.244713E+01
  1707   0.368857E+03   0.124143E+02  -0.324162E+02   0.100019E+06   0.242330E+01
  1708   0.369385E+03   0.122823E+02  -0.323200E+02   0.999075E+05   0.240047E+01
  1709   0.369908E+03   0.121510E+02  -0.322170E+02   0.997965E+05   0.237863E+01
  1710   0.370417E+03   0.120210E+02  -0.321066E+02   0.996856E+05   0.235777E+01
  1711   0.370913E+03   0.118916E+02  -0.319888E+02   0.995750E+05   0.233789E+01
  1712   0.371411E+03   0.117614E+02  -0.318650E+02   0.994645E+05   0.231899E+01
  1713   0.371888E+03   0.116325E+02  -0.317344E+02   0.993542E+05   0.230105E+01
  1714   0.372352E+03   0.115050E+02  -0.315964E+02   0.992440E+05   0.228407E+01
  1715   0.372803E+03   0.113773E+02  -0.314530E+02   0.991340E+05   0.226805E+01
  1716   0.373256E+03   0.112509E+02  -0.313022E+02   0.990242E+05   0.225298E+01
  1717   0.373688E+03   0.111252E+02  -0.311454E+02   0.989146E+05   0.223886E+01
  1718   0.374099E+03   0.110009E+02  -0.309825E+02   0.988051E+05   0.222568E+01
  1719   0.374504E+03   0.108771E+02  -0.308128E+02   0.986958E+05   0.221344E+01
  1720   0.374904E+03   0.107547E+02  -0.306378E+02   0.985867E+05   0.220213E+01
  1721   0.375283E+03   0.106337E+02  -0.304560E+02   0.984777E+05   0.219175E+01
  1722   0.375655E+03   0.105125E+02  -0.302689E+02   0.983689E+05   0.218228E+01
  1723   0.376007E+03   0.103927E+02  -0.300757E+02   0.982603E+05   0.217374E+01
  1724   0.376338E+03   0.102750E+02  -0.298771E+02   0.981518E+05   0.216610E+01
  1725   0.376656E+03   0.101572E+02  -0.296724E+02   0.980436E+05   0.215937E+01
  1726   0.376960E+03   0.100414E+02  -0.294631E+02   0.979354E+05   0.215354E+01
  1727   0.377251E+03   0.992631E+01  -0.292477E+02   0.978275E+05   0.214861E+01
  1728   0.377521E+03   0.981404E+01  -0.290277E+02   0.977197E+05   0.214457E+01
  1729   0.377784E+03   0.970239E+01  -0.288022E+02   0.976121E+05   0.214141E+01
  1730   0.378012E+03   0.959135E+01  -0.285706E+02   0.975046E+05   0.213913E+01
  1731   0.378234E+03   0.948168E+01  -0.283358E+02   0.973973E+05   0.213772E+01
  1732   0.378434E+03   0.937337E+01  -0.280948E+02   0.972902E+05   0.213719E+01
  1733   0.378621E+03   0.926717E+01  -0.278499E+02   0.971832E+05   0.213752E+01
  1734   0.378787E+03   0.916159E+01  -0.276002E+02   0.970764E+05   0.213871E+01
  1735   0.378932E+03   0.905812E+01  -0.273451E+02   0.969697E+05   0.214075E+01
