#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  5295   0.840263E-01  -0.158989E-02   0.165309E-07  -0.158989E-02   0.205952E-02   0.174996E-10   0.165309E-07   0.174996E-10   0.109356E-09
  5296   0.837636E-01  -0.157408E-02   0.165154E-07  -0.157408E-02   0.205378E-02   0.178228E-10   0.165154E-07   0.178228E-10   0.109272E-09
  5297   0.834934E-01  -0.155843E-02   0.164999E-07  -0.155843E-02   0.204820E-02   0.181455E-10   0.164999E-07   0.181455E-10   0.109188E-09
  5298   0.832159E-01  -0.154300E-02   0.164843E-07  -0.154300E-02   0.204254E-02   0.184677E-10   0.164843E-07   0.184677E-10   0.109105E-09
  5299   0.829532E-01  -0.152758E-02   0.164688E-07  -0.152758E-02   0.203703E-02   0.187894E-10   0.164688E-07   0.187894E-10   0.109021E-09
  5300   0.826831E-01  -0.151239E-02   0.164533E-07  -0.151239E-02   0.203153E-02   0.191106E-10   0.164533E-07   0.191106E-10   0.108938E-09
  5301   0.824130E-01  -0.149735E-02   0.164378E-07  -0.149735E-02   0.202610E-02   0.194313E-10   0.164378E-07   0.194313E-10   0.108855E-09
  5302   0.821429E-01  -0.148232E-02   0.164223E-07  -0.148232E-02   0.202082E-02   0.197515E-10   0.164223E-07   0.197515E-10   0.108771E-09
  5303   0.818728E-01  -0.146759E-02   0.164068E-07  -0.146759E-02   0.201554E-02   0.200711E-10   0.164068E-07   0.200711E-10   0.108688E-09
  5304   0.816028E-01  -0.145293E-02   0.163914E-07  -0.145293E-02   0.201027E-02   0.203903E-10   0.163914E-07   0.203903E-10   0.108605E-09
  5305   0.813328E-01  -0.143836E-02   0.163759E-07  -0.143836E-02   0.200508E-02   0.207089E-10   0.163759E-07   0.207089E-10   0.108522E-09
  5306   0.810628E-01  -0.142402E-02   0.163605E-07  -0.142402E-02   0.199995E-02   0.210269E-10   0.163605E-07   0.210269E-10   0.108439E-09
  5307   0.807928E-01  -0.140976E-02   0.163450E-07  -0.140976E-02   0.199491E-02   0.213444E-10   0.163450E-07   0.213444E-10   0.108356E-09
  5308   0.805228E-01  -0.139572E-02   0.163296E-07  -0.139572E-02   0.198987E-02   0.216613E-10   0.163296E-07   0.216613E-10   0.108273E-09
  5309   0.802677E-01  -0.138191E-02   0.163141E-07  -0.138191E-02   0.198498E-02   0.219776E-10   0.163141E-07   0.219776E-10   0.108190E-09
  5310   0.799903E-01  -0.136818E-02   0.162987E-07  -0.136818E-02   0.198009E-02   0.222934E-10   0.162987E-07   0.222934E-10   0.108108E-09
  5311   0.797278E-01  -0.135453E-02   0.162833E-07  -0.135453E-02   0.197535E-02   0.226085E-10   0.162833E-07   0.226085E-10   0.108025E-09
  5312   0.794653E-01  -0.134126E-02   0.162679E-07  -0.134126E-02   0.197054E-02   0.229231E-10   0.162679E-07   0.229231E-10   0.107942E-09
  5313   0.791954E-01  -0.132806E-02   0.162525E-07  -0.132806E-02   0.196580E-02   0.232371E-10   0.162525E-07   0.232371E-10   0.107860E-09
  5314   0.789329E-01  -0.131502E-02   0.162372E-07  -0.131502E-02   0.196115E-02   0.235504E-10   0.162372E-07   0.235504E-10   0.107777E-09
  5315   0.786705E-01  -0.130206E-02   0.162218E-07  -0.130206E-02   0.195656E-02   0.238631E-10   0.162218E-07   0.238631E-10   0.107695E-09
  5316   0.784080E-01  -0.128940E-02   0.162065E-07  -0.128940E-02   0.195198E-02   0.241752E-10   0.162065E-07   0.241752E-10   0.107613E-09
  5317   0.781456E-01  -0.127681E-02   0.161911E-07  -0.127681E-02   0.194748E-02   0.244866E-10   0.161911E-07   0.244866E-10   0.107531E-09
  5318   0.778758E-01  -0.126453E-02   0.161758E-07  -0.126453E-02   0.194305E-02   0.247974E-10   0.161758E-07   0.247974E-10   0.107449E-09
  5319   0.776134E-01  -0.125233E-02   0.161605E-07  -0.125233E-02   0.193862E-02   0.251076E-10   0.161605E-07   0.251076E-10   0.107366E-09
  5320   0.773510E-01  -0.124027E-02   0.161452E-07  -0.124027E-02   0.193419E-02   0.254170E-10   0.161452E-07   0.254170E-10   0.107284E-09
  5321   0.770887E-01  -0.122845E-02   0.161299E-07  -0.122845E-02   0.192992E-02   0.257258E-10   0.161299E-07   0.257258E-10   0.107203E-09
  5322   0.768264E-01  -0.121685E-02   0.161146E-07  -0.121685E-02   0.192564E-02   0.260339E-10   0.161146E-07   0.260339E-10   0.107121E-09
  5323   0.765640E-01  -0.120540E-02   0.160993E-07  -0.120540E-02   0.192159E-02   0.263414E-10   0.160993E-07   0.263414E-10   0.107039E-09
  5324   0.763010E-01  -0.119418E-02   0.160841E-07  -0.119418E-02   0.191740E-02   0.266481E-10   0.160841E-07   0.266481E-10   0.106957E-09
  5325   0.760432E-01  -0.118312E-02   0.160688E-07  -0.118312E-02   0.191327E-02   0.269541E-10   0.160688E-07   0.269541E-10   0.106876E-09
  5326   0.757854E-01  -0.117228E-02   0.160536E-07  -0.117228E-02   0.190930E-02   0.272594E-10   0.160536E-07   0.272594E-10   0.106794E-09
  5327   0.755276E-01  -0.116159E-02   0.160384E-07  -0.116159E-02   0.190526E-02   0.275640E-10   0.160384E-07   0.275640E-10   0.106713E-09
  5328   0.752631E-01  -0.115105E-02   0.160232E-07  -0.115105E-02   0.190136E-02   0.278678E-10   0.160232E-07   0.278678E-10   0.106631E-09
  5329   0.750128E-01  -0.114081E-02   0.160080E-07  -0.114081E-02   0.189747E-02   0.281709E-10   0.160080E-07   0.281709E-10   0.106550E-09
  5330   0.747558E-01  -0.113073E-02   0.159928E-07  -0.113073E-02   0.189358E-02   0.284733E-10   0.159928E-07   0.284733E-10   0.106469E-09
  5331   0.744988E-01  -0.112087E-02   0.159776E-07  -0.112087E-02   0.188976E-02   0.287749E-10   0.159776E-07   0.287749E-10   0.106387E-09
  5332   0.742411E-01  -0.111108E-02   0.159625E-07  -0.111108E-02   0.188609E-02   0.290757E-10   0.159625E-07   0.290757E-10   0.106306E-09
  5333   0.739916E-01  -0.110160E-02   0.159474E-07  -0.110160E-02   0.188235E-02   0.293758E-10   0.159474E-07   0.293758E-10   0.106225E-09
  5334   0.737346E-01  -0.109227E-02   0.159322E-07  -0.109227E-02   0.187861E-02   0.296751E-10   0.159322E-07   0.296751E-10   0.106144E-09
  5335   0.734770E-01  -0.108309E-02   0.159171E-07  -0.108309E-02   0.187494E-02   0.299736E-10   0.159171E-07   0.299736E-10   0.106063E-09
  5336   0.732275E-01  -0.107413E-02   0.159021E-07  -0.107413E-02   0.187135E-02   0.302713E-10   0.159021E-07   0.302713E-10   0.105982E-09
  5337   0.729781E-01  -0.106548E-02   0.158870E-07  -0.106548E-02   0.186784E-02   0.305682E-10   0.158870E-07   0.305682E-10   0.105902E-09
  5338   0.727257E-01  -0.105697E-02   0.158719E-07  -0.105697E-02   0.186433E-02   0.308643E-10   0.158719E-07   0.308643E-10   0.105821E-09
  5339   0.724755E-01  -0.104862E-02   0.158569E-07  -0.104862E-02   0.186081E-02   0.311595E-10   0.158569E-07   0.311595E-10   0.105740E-09
  5340   0.722261E-01  -0.104049E-02   0.158419E-07  -0.104049E-02   0.185737E-02   0.314539E-10   0.158419E-07   0.314539E-10   0.105660E-09
  5341   0.719782E-01  -0.103266E-02   0.158268E-07  -0.103266E-02   0.185401E-02   0.317475E-10   0.158268E-07   0.317475E-10   0.105579E-09
  5342   0.717311E-01  -0.102491E-02   0.158119E-07  -0.102491E-02   0.185058E-02   0.320403E-10   0.158119E-07   0.320403E-10   0.105499E-09
  5343   0.714847E-01  -0.101745E-02   0.157969E-07  -0.101745E-02   0.184729E-02   0.323322E-10   0.157969E-07   0.323322E-10   0.105418E-09
  5344   0.712383E-01  -0.101008E-02   0.157819E-07  -0.101008E-02   0.184393E-02   0.326232E-10   0.157819E-07   0.326232E-10   0.105338E-09
  5345   0.709942E-01  -0.100300E-02   0.157670E-07  -0.100300E-02   0.184071E-02   0.329133E-10   0.157670E-07   0.329133E-10   0.105258E-09
  5346   0.707494E-01  -0.996068E-03   0.157520E-07  -0.996068E-03   0.183750E-02   0.332026E-10   0.157520E-07   0.332026E-10   0.105178E-09
  5347   0.705053E-01  -0.989364E-03   0.157371E-07  -0.989364E-03   0.183429E-02   0.334910E-10   0.157371E-07   0.334910E-10   0.105098E-09
  5348   0.702642E-01  -0.982810E-03   0.157222E-07  -0.982810E-03   0.183108E-02   0.337785E-10   0.157222E-07   0.337785E-10   0.105018E-09
  5349   0.700224E-01  -0.976554E-03   0.157074E-07  -0.976554E-03   0.182802E-02   0.340651E-10   0.157074E-07   0.340651E-10   0.104938E-09
  5350   0.697821E-01  -0.970448E-03   0.156925E-07  -0.970448E-03   0.182496E-02   0.343507E-10   0.156925E-07   0.343507E-10   0.104858E-09
  5351   0.695418E-01  -0.964567E-03   0.156777E-07  -0.964567E-03   0.182182E-02   0.346355E-10   0.156777E-07   0.346355E-10   0.104778E-09
  5352   0.693038E-01  -0.958909E-03   0.156629E-07  -0.958909E-03   0.181876E-02   0.349193E-10   0.156629E-07   0.349193E-10   0.104699E-09
  5353   0.690658E-01  -0.953326E-03   0.156481E-07  -0.953326E-03   0.181570E-02   0.352022E-10   0.156481E-07   0.352022E-10   0.104619E-09
  5354   0.688293E-01  -0.948042E-03   0.156333E-07  -0.948042E-03   0.181271E-02   0.354841E-10   0.156333E-07   0.354841E-10   0.104539E-09
  5355   0.685935E-01  -0.942907E-03   0.156185E-07  -0.942907E-03   0.180980E-02   0.357651E-10   0.156185E-07   0.357651E-10   0.104460E-09
  5356   0.683593E-01  -0.937996E-03   0.156038E-07  -0.937996E-03   0.180681E-02   0.360451E-10   0.156038E-07   0.360451E-10   0.104380E-09
  5357   0.681250E-01  -0.933234E-03   0.155890E-07  -0.933234E-03   0.180390E-02   0.363241E-10   0.155890E-07   0.363241E-10   0.104301E-09
  5358   0.678930E-01  -0.928770E-03   0.155743E-07  -0.928770E-03   0.180106E-02   0.366022E-10   0.155743E-07   0.366022E-10   0.104222E-09
  5359   0.676618E-01  -0.924455E-03   0.155596E-07  -0.924455E-03   0.179815E-02   0.368793E-10   0.155596E-07   0.368793E-10   0.104143E-09
  5360   0.674306E-01  -0.920289E-03   0.155450E-07  -0.920289E-03   0.179531E-02   0.371554E-10   0.155450E-07   0.371554E-10   0.104063E-09
  5361   0.672024E-01  -0.916346E-03   0.155303E-07  -0.916346E-03   0.179248E-02   0.374305E-10   0.155303E-07   0.374305E-10   0.103984E-09
  5362   0.669735E-01  -0.912626E-03   0.155157E-07  -0.912626E-03   0.178964E-02   0.377045E-10   0.155157E-07   0.377045E-10   0.103905E-09
  5363   0.667460E-01  -0.909129E-03   0.155011E-07  -0.909129E-03   0.178695E-02   0.379776E-10   0.155011E-07   0.379776E-10   0.103826E-09
  5364   0.665201E-01  -0.905707E-03   0.154865E-07  -0.905707E-03   0.178411E-02   0.382496E-10   0.154865E-07   0.382496E-10   0.103748E-09
  5365   0.662949E-01  -0.902582E-03   0.154719E-07  -0.902582E-03   0.178142E-02   0.385206E-10   0.154719E-07   0.385206E-10   0.103669E-09
  5366   0.660713E-01  -0.899531E-03   0.154574E-07  -0.899531E-03   0.177865E-02   0.387905E-10   0.154574E-07   0.387905E-10   0.103590E-09
  5367   0.658484E-01  -0.896702E-03   0.154429E-07  -0.896702E-03   0.177596E-02   0.390594E-10   0.154429E-07   0.390594E-10   0.103511E-09
  5368   0.656270E-01  -0.894097E-03   0.154284E-07  -0.894097E-03   0.177327E-02   0.393272E-10   0.154284E-07   0.393272E-10   0.103433E-09
  5369   0.654064E-01  -0.891639E-03   0.154139E-07  -0.891639E-03   0.177058E-02   0.395940E-10   0.154139E-07   0.395940E-10   0.103354E-09
  5370   0.651872E-01  -0.889478E-03   0.153994E-07  -0.889478E-03   0.176789E-02   0.398597E-10   0.153994E-07   0.398597E-10   0.103276E-09
  5371   0.649696E-01  -0.887391E-03   0.153850E-07  -0.887391E-03   0.176527E-02   0.401243E-10   0.153850E-07   0.401243E-10   0.103198E-09
  5372   0.647528E-01  -0.885527E-03   0.153706E-07  -0.885527E-03   0.176265E-02   0.403878E-10   0.153706E-07   0.403878E-10   0.103119E-09
  5373   0.645367E-01  -0.883810E-03   0.153562E-07  -0.883810E-03   0.175995E-02   0.406502E-10   0.153562E-07   0.406502E-10   0.103041E-09
  5374   0.643228E-01  -0.882241E-03   0.153418E-07  -0.882241E-03   0.175733E-02   0.409114E-10   0.153418E-07   0.409114E-10   0.102963E-09
  5375   0.641098E-01  -0.880894E-03   0.153275E-07  -0.880894E-03   0.175471E-02   0.411716E-10   0.153275E-07   0.411716E-10   0.102885E-09
  5376   0.638974E-01  -0.879694E-03   0.153131E-07  -0.879694E-03   0.175216E-02   0.414306E-10   0.153131E-07   0.414306E-10   0.102807E-09
  5377   0.636866E-01  -0.878642E-03   0.152988E-07  -0.878642E-03   0.174954E-02   0.416885E-10   0.152988E-07   0.416885E-10   0.102729E-09
  5378   0.634773E-01  -0.877812E-03   0.152846E-07  -0.877812E-03   0.174699E-02   0.419453E-10   0.152846E-07   0.419453E-10   0.102651E-09
  5379   0.632688E-01  -0.877129E-03   0.152703E-07  -0.877129E-03   0.174444E-02   0.422009E-10   0.152703E-07   0.422009E-10   0.102573E-09
  5380   0.630603E-01  -0.876594E-03   0.152561E-07  -0.876594E-03   0.174174E-02   0.424554E-10   0.152561E-07   0.424554E-10   0.102496E-09
  5381   0.628547E-01  -0.876280E-03   0.152419E-07  -0.876280E-03   0.173926E-02   0.427086E-10   0.152419E-07   0.427086E-10   0.102418E-09
  5382   0.626514E-01  -0.876038E-03   0.152277E-07  -0.876038E-03   0.173671E-02   0.429607E-10   0.152277E-07   0.429607E-10   0.102340E-09
  5383   0.624474E-01  -0.876018E-03   0.152135E-07  -0.876018E-03   0.173416E-02   0.432117E-10   0.152135E-07   0.432117E-10   0.102263E-09
  5384   0.622457E-01  -0.876219E-03   0.151994E-07  -0.876219E-03   0.173153E-02   0.434614E-10   0.151994E-07   0.434614E-10   0.102185E-09
  5385   0.620454E-01  -0.876419E-03   0.151853E-07  -0.876419E-03   0.172904E-02   0.437099E-10   0.151853E-07   0.437099E-10   0.102108E-09
  5386   0.618452E-01  -0.876839E-03   0.151712E-07  -0.876839E-03   0.172656E-02   0.439572E-10   0.151712E-07   0.439572E-10   0.102031E-09
  5387   0.616472E-01  -0.877481E-03   0.151571E-07  -0.877481E-03   0.172400E-02   0.442033E-10   0.151571E-07   0.442033E-10   0.101954E-09
  5388   0.614500E-01  -0.878120E-03   0.151431E-07  -0.878120E-03   0.172144E-02   0.444482E-10   0.151431E-07   0.444482E-10   0.101876E-09
  5389   0.612550E-01  -0.878981E-03   0.151291E-07  -0.878981E-03   0.171895E-02   0.446918E-10   0.151291E-07   0.446918E-10   0.101799E-09
  5390   0.610601E-01  -0.879987E-03   0.151151E-07  -0.879987E-03   0.171639E-02   0.449342E-10   0.151151E-07   0.449342E-10   0.101722E-09
  5391   0.608674E-01  -0.881140E-03   0.151012E-07  -0.881140E-03   0.171390E-02   0.451753E-10   0.151012E-07   0.451753E-10   0.101645E-09
  5392   0.606755E-01  -0.882439E-03   0.150872E-07  -0.882439E-03   0.171126E-02   0.454152E-10   0.150872E-07   0.454152E-10   0.101569E-09
  5393   0.604858E-01  -0.883810E-03   0.150733E-07  -0.883810E-03   0.170869E-02   0.456538E-10   0.150733E-07   0.456538E-10   0.101492E-09
  5394   0.602961E-01  -0.885327E-03   0.150595E-07  -0.885327E-03   0.170613E-02   0.458912E-10   0.150595E-07   0.458912E-10   0.101415E-09
  5395   0.601087E-01  -0.886990E-03   0.150456E-07  -0.886990E-03   0.170363E-02   0.461272E-10   0.150456E-07   0.461272E-10   0.101338E-09
  5396   0.599221E-01  -0.888873E-03   0.150318E-07  -0.888873E-03   0.170106E-02   0.463620E-10   0.150318E-07   0.463620E-10   0.101262E-09
  5397   0.597377E-01  -0.890828E-03   0.150180E-07  -0.890828E-03   0.169848E-02   0.465954E-10   0.150180E-07   0.465954E-10   0.101185E-09
  5398   0.595533E-01  -0.892928E-03   0.150042E-07  -0.892928E-03   0.169591E-02   0.468276E-10   0.150042E-07   0.468276E-10   0.101109E-09
  5399   0.593705E-01  -0.895100E-03   0.149905E-07  -0.895100E-03   0.169326E-02   0.470584E-10   0.149905E-07   0.470584E-10   0.101033E-09
  5400   0.591899E-01  -0.897417E-03   0.149767E-07  -0.897417E-03   0.169068E-02   0.472879E-10   0.149767E-07   0.472879E-10   0.100956E-09
  5401   0.590093E-01  -0.899806E-03   0.149631E-07  -0.899806E-03   0.168810E-02   0.475161E-10   0.149631E-07   0.475161E-10   0.100880E-09
  5402   0.588317E-01  -0.902340E-03   0.149494E-07  -0.902340E-03   0.168559E-02   0.477430E-10   0.149494E-07   0.477430E-10   0.100804E-09
  5403   0.586541E-01  -0.905019E-03   0.149358E-07  -0.905019E-03   0.168293E-02   0.479685E-10   0.149358E-07   0.479685E-10   0.100728E-09
  5404   0.584788E-01  -0.907769E-03   0.149222E-07  -0.907769E-03   0.168027E-02   0.481927E-10   0.149222E-07   0.481927E-10   0.100652E-09
  5405   0.583035E-01  -0.910591E-03   0.149086E-07  -0.910591E-03   0.167769E-02   0.484155E-10   0.149086E-07   0.484155E-10   0.100576E-09
  5406   0.581311E-01  -0.913484E-03   0.148950E-07  -0.913484E-03   0.167495E-02   0.486371E-10   0.148950E-07   0.486371E-10   0.100500E-09
  5407   0.579596E-01  -0.916597E-03   0.148815E-07  -0.916597E-03   0.167228E-02   0.488573E-10   0.148815E-07   0.488573E-10   0.100424E-09
  5408   0.577881E-01  -0.919780E-03   0.148680E-07  -0.919780E-03   0.166962E-02   0.490762E-10   0.148680E-07   0.490762E-10   0.100348E-09
  5409   0.576203E-01  -0.923110E-03   0.148546E-07  -0.923110E-03   0.166695E-02   0.492938E-10   0.148546E-07   0.492938E-10   0.100273E-09
  5410   0.574525E-01  -0.926361E-03   0.148411E-07  -0.926361E-03   0.166428E-02   0.495101E-10   0.148411E-07   0.495101E-10   0.100197E-09
  5411   0.572848E-01  -0.929833E-03   0.148277E-07  -0.929833E-03   0.166153E-02   0.497251E-10   0.148277E-07   0.497251E-10   0.100122E-09
  5412   0.571200E-01  -0.933302E-03   0.148143E-07  -0.933302E-03   0.165878E-02   0.499387E-10   0.148143E-07   0.499387E-10   0.100046E-09
  5413   0.569560E-01  -0.936916E-03   0.148010E-07  -0.936916E-03   0.165611E-02   0.501511E-10   0.148010E-07   0.501511E-10   0.999708E-10
  5414   0.567943E-01  -0.940601E-03   0.147876E-07  -0.940601E-03   0.165328E-02   0.503621E-10   0.147876E-07   0.503621E-10   0.998955E-10
  5415   0.566333E-01  -0.944358E-03   0.147743E-07  -0.944358E-03   0.165060E-02   0.505719E-10   0.147743E-07   0.505719E-10   0.998202E-10
  5416   0.564738E-01  -0.948260E-03   0.147611E-07  -0.948260E-03   0.164770E-02   0.507803E-10   0.147611E-07   0.507803E-10   0.997451E-10
  5417   0.563151E-01  -0.952159E-03   0.147478E-07  -0.952159E-03   0.164494E-02   0.509874E-10   0.147478E-07   0.509874E-10   0.996700E-10
  5418   0.561579E-01  -0.956129E-03   0.147346E-07  -0.956129E-03   0.164218E-02   0.511933E-10   0.147346E-07   0.511933E-10   0.995949E-10
  5419   0.560030E-01  -0.960171E-03   0.147214E-07  -0.960171E-03   0.163935E-02   0.513979E-10   0.147214E-07   0.513979E-10   0.995200E-10
  5420   0.558481E-01  -0.964283E-03   0.147082E-07  -0.964283E-03   0.163651E-02   0.516011E-10   0.147082E-07   0.516011E-10   0.994451E-10
  5421   0.556954E-01  -0.968467E-03   0.146951E-07  -0.968467E-03   0.163360E-02   0.518031E-10   0.146951E-07   0.518031E-10   0.993702E-10
  5422   0.555442E-01  -0.972723E-03   0.146820E-07  -0.972723E-03   0.163076E-02   0.520038E-10   0.146820E-07   0.520038E-10   0.992955E-10
  5423   0.553931E-01  -0.976975E-03   0.146689E-07  -0.976975E-03   0.162792E-02   0.522032E-10   0.146689E-07   0.522032E-10   0.992208E-10
  5424   0.552442E-01  -0.981373E-03   0.146558E-07  -0.981373E-03   0.162493E-02   0.524013E-10   0.146558E-07   0.524013E-10   0.991461E-10
  5425   0.550953E-01  -0.985768E-03   0.146428E-07  -0.985768E-03   0.162208E-02   0.525982E-10   0.146428E-07   0.525982E-10   0.990716E-10
  5426   0.549494E-01  -0.990234E-03   0.146298E-07  -0.990234E-03   0.161909E-02   0.527937E-10   0.146298E-07   0.527937E-10   0.989971E-10
  5427   0.548036E-01  -0.994697E-03   0.146168E-07  -0.994697E-03   0.161609E-02   0.529880E-10   0.146168E-07   0.529880E-10   0.989226E-10
  5428   0.546592E-01  -0.999157E-03   0.146038E-07  -0.999157E-03   0.161302E-02   0.531810E-10   0.146038E-07   0.531810E-10   0.988483E-10
  5429   0.545163E-01  -0.100376E-02   0.145909E-07  -0.100376E-02   0.161009E-02   0.533728E-10   0.145909E-07   0.533728E-10   0.987740E-10
  5430   0.543750E-01  -0.100837E-02   0.145780E-07  -0.100837E-02   0.160709E-02   0.535633E-10   0.145780E-07   0.535633E-10   0.986998E-10
  5431   0.542344E-01  -0.101297E-02   0.145651E-07  -0.101297E-02   0.160401E-02   0.537525E-10   0.145651E-07   0.537525E-10   0.986256E-10
  5432   0.540961E-01  -0.101764E-02   0.145523E-07  -0.101764E-02   0.160085E-02   0.539404E-10   0.145523E-07   0.539404E-10   0.985515E-10
  5433   0.539585E-01  -0.102230E-02   0.145395E-07  -0.102230E-02   0.159785E-02   0.541271E-10   0.145395E-07   0.541271E-10   0.984775E-10
  5434   0.538225E-01  -0.102712E-02   0.145267E-07  -0.102712E-02   0.159469E-02   0.543125E-10   0.145267E-07   0.543125E-10   0.984036E-10
  5435   0.536872E-01  -0.103186E-02   0.145139E-07  -0.103186E-02   0.159153E-02   0.544967E-10   0.145139E-07   0.544967E-10   0.983297E-10
  5436   0.535526E-01  -0.103666E-02   0.145012E-07  -0.103666E-02   0.158844E-02   0.546796E-10   0.145012E-07   0.546796E-10   0.982558E-10
  5437   0.534204E-01  -0.104147E-02   0.144884E-07  -0.104147E-02   0.158521E-02   0.548613E-10   0.144884E-07   0.548613E-10   0.981821E-10
  5438   0.532888E-01  -0.104620E-02   0.144757E-07  -0.104620E-02   0.158204E-02   0.550417E-10   0.144757E-07   0.550417E-10   0.981084E-10
  5439   0.531588E-01  -0.105107E-02   0.144631E-07  -0.105107E-02   0.157880E-02   0.552208E-10   0.144631E-07   0.552208E-10   0.980348E-10
  5440   0.530296E-01  -0.105587E-02   0.144504E-07  -0.105587E-02   0.157563E-02   0.553987E-10   0.144504E-07   0.553987E-10   0.979612E-10
  5441   0.529026E-01  -0.106073E-02   0.144378E-07  -0.106073E-02   0.157232E-02   0.555754E-10   0.144378E-07   0.555754E-10   0.978877E-10
  5442   0.527756E-01  -0.106552E-02   0.144252E-07  -0.106552E-02   0.156907E-02   0.557508E-10   0.144252E-07   0.557508E-10   0.978143E-10
  5443   0.526508E-01  -0.107038E-02   0.144127E-07  -0.107038E-02   0.156575E-02   0.559250E-10   0.144127E-07   0.559250E-10   0.977410E-10
  5444   0.525254E-01  -0.107532E-02   0.144001E-07  -0.107532E-02   0.156250E-02   0.560980E-10   0.144001E-07   0.560980E-10   0.976677E-10
  5445   0.524029E-01  -0.108010E-02   0.143876E-07  -0.108010E-02   0.155910E-02   0.562697E-10   0.143876E-07   0.562697E-10   0.975944E-10
  5446   0.522812E-01  -0.108495E-02   0.143752E-07  -0.108495E-02   0.155578E-02   0.564401E-10   0.143752E-07   0.564401E-10   0.975213E-10
  5447   0.521610E-01  -0.108973E-02   0.143627E-07  -0.108973E-02   0.155230E-02   0.566094E-10   0.143627E-07   0.566094E-10   0.974482E-10
  5448   0.520409E-01  -0.109450E-02   0.143503E-07  -0.109450E-02   0.154897E-02   0.567774E-10   0.143503E-07   0.567774E-10   0.973752E-10
  5449   0.519222E-01  -0.109927E-02   0.143379E-07  -0.109927E-02   0.154549E-02   0.569442E-10   0.143379E-07   0.569442E-10   0.973022E-10
  5450   0.518050E-01  -0.110404E-02   0.143255E-07  -0.110404E-02   0.154201E-02   0.571098E-10   0.143255E-07   0.571098E-10   0.972293E-10
  5451   0.516894E-01  -0.110888E-02   0.143131E-07  -0.110888E-02   0.153860E-02   0.572741E-10   0.143131E-07   0.572741E-10   0.971565E-10
  5452   0.515745E-01  -0.111364E-02   0.143008E-07  -0.111364E-02   0.153512E-02   0.574372E-10   0.143008E-07   0.574372E-10   0.970837E-10
  5453   0.514596E-01  -0.111832E-02   0.142885E-07  -0.111832E-02   0.153156E-02   0.575991E-10   0.142885E-07   0.575991E-10   0.970110E-10
  5454   0.513470E-01  -0.112308E-02   0.142762E-07  -0.112308E-02   0.152799E-02   0.577598E-10   0.142762E-07   0.577598E-10   0.969383E-10
  5455   0.512351E-01  -0.112776E-02   0.142639E-07  -0.112776E-02   0.152443E-02   0.579193E-10   0.142639E-07   0.579193E-10   0.968658E-10
  5456   0.511255E-01  -0.113236E-02   0.142517E-07  -0.113236E-02   0.152087E-02   0.580776E-10   0.142517E-07   0.580776E-10   0.967933E-10
  5457   0.510159E-01  -0.113703E-02   0.142395E-07  -0.113703E-02   0.151730E-02   0.582346E-10   0.142395E-07   0.582346E-10   0.967208E-10
  5458   0.509071E-01  -0.114148E-02   0.142273E-07  -0.114148E-02   0.151366E-02   0.583905E-10   0.142273E-07   0.583905E-10   0.966484E-10
  5459   0.507997E-01  -0.114607E-02   0.142152E-07  -0.114607E-02   0.150994E-02   0.585451E-10   0.142152E-07   0.585451E-10   0.965761E-10
  5460   0.506932E-01  -0.115059E-02   0.142031E-07  -0.115059E-02   0.150636E-02   0.586986E-10   0.142031E-07   0.586986E-10   0.965039E-10
  5461   0.505881E-01  -0.115503E-02   0.141910E-07  -0.115503E-02   0.150264E-02   0.588508E-10   0.141910E-07   0.588508E-10   0.964317E-10
  5462   0.504838E-01  -0.115946E-02   0.141789E-07  -0.115946E-02   0.149899E-02   0.590018E-10   0.141789E-07   0.590018E-10   0.963595E-10
  5463   0.503810E-01  -0.116382E-02   0.141668E-07  -0.116382E-02   0.149519E-02   0.591517E-10   0.141668E-07   0.591517E-10   0.962875E-10
  5464   0.502790E-01  -0.116810E-02   0.141548E-07  -0.116810E-02   0.149147E-02   0.593003E-10   0.141548E-07   0.593003E-10   0.962155E-10
  5465   0.501777E-01  -0.117238E-02   0.141428E-07  -0.117238E-02   0.148766E-02   0.594478E-10   0.141428E-07   0.594478E-10   0.961435E-10
  5466   0.500772E-01  -0.117666E-02   0.141308E-07  -0.117666E-02   0.148386E-02   0.595941E-10   0.141308E-07   0.595941E-10   0.960717E-10
  5467   0.499790E-01  -0.118086E-02   0.141189E-07  -0.118086E-02   0.148005E-02   0.597392E-10   0.141189E-07   0.597392E-10   0.959998E-10
  5468   0.498800E-01  -0.118491E-02   0.141069E-07  -0.118491E-02   0.147625E-02   0.598831E-10   0.141069E-07   0.598831E-10   0.959281E-10
  5469   0.497825E-01  -0.118902E-02   0.140950E-07  -0.118902E-02   0.147236E-02   0.600258E-10   0.140950E-07   0.600258E-10   0.958564E-10
  5470   0.496866E-01  -0.119299E-02   0.140831E-07  -0.119299E-02   0.146855E-02   0.601673E-10   0.140831E-07   0.601673E-10   0.957848E-10
  5471   0.495906E-01  -0.119696E-02   0.140713E-07  -0.119696E-02   0.146467E-02   0.603077E-10   0.140713E-07   0.603077E-10   0.957132E-10
  5472   0.494969E-01  -0.120077E-02   0.140595E-07  -0.120077E-02   0.146078E-02   0.604469E-10   0.140595E-07   0.604469E-10   0.956417E-10
